,Date,City,Country,co,no2,o3,pm10,pm25,so2
2354,3/14/2020,Seoul,KR,5.6,15.8,24.1,33,57,4.3
2355,3/14/2020,Shanghai,CN,4.2,12.4,28.1,38,68,3.1
2356,3/14/2020,Taipei,TW,4.2,12.1,34.4,32,59,1.5
2357,3/14/2020,Tokyo,JP,3.4,11.2,25.6,10,34,1.5
2358,3/15/2020,Amsterdam,NL,3.4,7.1,21.7,12,37,0.4
2359,3/15/2020,Bangkok,TH,0.1,9.8,6.4,31,72,1.1
2360,3/15/2020,Beijing,CN,2.8,6,29.3,28,25,1.1
2361,3/15/2020,Belgrade,RS,6.2,4.9,20.8,15,51,3.2
2362,3/15/2020,Budapest,HU,3.9,6.7,25.4,10,35,2.8
2363,3/15/2020,Busan,KR,3.4,7.5,34.4,35,59,4.3
2364,3/15/2020,Delhi,IN,7.6,15.9,7.7,80,139,5.4
2365,3/15/2020,Haarlem,NL,2.8,6.7,22.1,15,34,0.7
2366,3/15/2020,Hong Kong,HK,7,11.4,32.7,39,85,2.4
2367,3/15/2020,Kyoto,JP,3.4,5.6,28.9,11,38,2.9
2368,3/15/2020,London,GB,4.3,7.8,24,9,22,1.8
2369,3/15/2020,Mumbai,IN,9.3,17.6,6.9,102,141,7.6
2370,3/15/2020,Osaka,JP,2.3,5.6,31.2,10,34,1.5
2371,3/15/2020,Santiago,CL,7,14,21.3,53,53,10.3
2372,3/15/2020,Seoul,KR,4.5,13,25.6,37,53,4.3
2373,3/15/2020,Shanghai,CN,5.8,22.9,22,58,124,4.1
2374,3/15/2020,Taipei,TW,3.8,10.2,40.8,48,65,2.9
2375,3/15/2020,Tokyo,JP,3.4,11.2,28.9,9,34,1.5
2376,3/16/2020,Amsterdam,NL,3.3,10.4,19.2,14,34,0.2
2377,3/16/2020,Bangkok,TH,0.1,15,6.7,50,95,1.1
2378,3/16/2020,Beijing,CN,3.7,9.6,22,57,72,1.6
2379,3/16/2020,Belgrade,RS,6.3,5.5,23.6,19,52,4.5
2380,3/16/2020,Budapest,HU,5,15.7,16.3,22,54,3.3
2381,3/16/2020,Busan,KR,4.5,10.2,29.6,23,46,4.3
2382,3/16/2020,Delhi,IN,7.1,16.2,7.9,91,149,6.7
2383,3/16/2020,Haarlem,NL,2.2,7.4,20.1,13,23,0.3
2384,3/16/2020,Hong Kong,HK,5.6,13.7,43.9,45,73,2.3
2385,3/16/2020,Kyoto,JP,3.4,6.5,30.4,9,30,1.5
2386,3/16/2020,London,GB,4.6,19.2,12.8,14,35,2.9
2387,3/16/2020,Mumbai,IN,10.1,22.1,9.2,104,152,8.4
2388,3/16/2020,Osaka,JP,2.3,7.5,31.2,8,25,1.5
2389,3/16/2020,Santiago,CL,5.4,13.4,13.8,60,54,10.8
2390,3/16/2020,Seoul,KR,4.5,16.7,20.8,23,50,4.3
2391,3/16/2020,Shanghai,CN,3.7,11.9,30.1,30,50,3.1
2392,3/16/2020,Taipei,TW,3.6,11.2,47.2,39,59,2.9
2393,3/16/2020,Tokyo,JP,3.4,10.2,28.1,8,25,1.5
2394,3/17/2020,Amsterdam,NL,3.5,13.8,18,18,39,0.6
2395,3/17/2020,Bangkok,TH,0.1,7,6.7,35,70,1.1
2396,3/17/2020,Beijing,CN,4.6,18.8,23.2,55,99,1.6
2397,3/17/2020,Belgrade,RS,6.8,10.7,24.1,30,69,5.3
2398,3/17/2020,Budapest,HU,5.8,20.9,14,34,71,3.9
2399,3/17/2020,Busan,KR,4.5,14.9,29.6,30,53,5.8
2400,3/17/2020,Delhi,IN,7.8,17.6,9,101,154,7.1
2401,3/17/2020,Haarlem,NL,2.4,11.2,19.6,20,37,0.8
2402,3/17/2020,Hong Kong,HK,5.4,17.7,39.2,49,70,2.2
2403,3/17/2020,Kyoto,JP,4.5,14.9,20.8,13,42,2.9
2404,3/17/2020,London,GB,3.7,11.5,19.1,15,30,2.9
2405,3/17/2020,Mumbai,IN,13.4,18.9,12.8,114,161,8.6
2406,3/17/2020,Osaka,JP,3.4,15.8,23.3,12,42,2.9
2407,3/17/2020,Santiago,CL,5.8,13.9,13.7,60,56,10.4
2408,3/17/2020,Seoul,KR,5.6,26.9,16.8,40,63,4.3
2409,3/17/2020,Shanghai,CN,4.4,17.4,28.5,45,82,4.1
2410,3/17/2020,Taipei,TW,4.7,17.6,39.2,40,68,4.3
2411,3/17/2020,Tokyo,JP,3.4,13.9,27.2,8,30,1.5
2412,3/18/2020,Amsterdam,NL,3.1,9.9,22.1,13,29,0.6
2413,3/18/2020,Bangkok,TH,0.1,6.4,7.1,36,68,1.1
2414,3/18/2020,Beijing,CN,4.6,18.8,19.5,67,112,2.1
2415,3/18/2020,Belgrade,RS,9.8,13.4,17.2,52,118,4.5
2416,3/18/2020,Budapest,HU,5.5,20.6,12.4,38,85,3.1
2417,3/18/2020,Busan,KR,4.5,18.6,36.1,45,78,5.8
2418,3/18/2020,Delhi,IN,8.4,18,10.2,99,152,6.9
2419,3/18/2020,Haarlem,NL,2.6,8.8,23,19,38,0.8
2420,3/18/2020,Hong Kong,HK,5.9,26.6,19.7,42,76,2.3
2421,3/18/2020,Kyoto,JP,4.5,17.6,27.2,20,59,2.9
2422,3/18/2020,London,GB,2.9,10.6,19.9,14,32,3.2
2423,3/18/2020,Mumbai,IN,9.7,15.9,12.2,84,130,8
2424,3/18/2020,Osaka,JP,4.5,21.3,29.6,20,59,2.9
2425,3/18/2020,Santiago,CL,6.3,15.8,16.8,60,60,10.5
2426,3/18/2020,Seoul,KR,6.7,37.1,14.5,54,97,5.8
2427,3/18/2020,Shanghai,CN,5.8,24.3,38.2,61,144,4.6
2428,3/18/2020,Taipei,TW,6.6,26.9,19.2,43,91,4.3
2429,3/18/2020,Tokyo,JP,4.5,22.3,22.4,14,50,2.9
2430,3/19/2020,Amsterdam,NL,2.7,6.4,20.9,11,29,0.1
2431,3/19/2020,Bangkok,TH,0.1,5.2,7.5,35,68,1.1
2432,3/19/2020,Beijing,CN,1.9,3.7,31.7,43,25,1.1
2433,3/19/2020,Belgrade,RS,10.7,15.2,20,55,135,8.1
2434,3/19/2020,Budapest,HU,6.8,25.5,9.1,43,93,3
2435,3/19/2020,Busan,KR,4.5,12.1,35.2,49,76,4.3
2436,3/19/2020,Delhi,IN,9.4,20.2,7.1,114,164,8.7
2437,3/19/2020,Haarlem,NL,2.1,6.5,22,10,24,0.1
2438,3/19/2020,Hong Kong,HK,6.2,25.3,8.9,23,61,2.2
2439,3/19/2020,Kyoto,JP,4.5,14.9,32.8,21,61,4.3
2440,3/19/2020,London,GB,2.8,11.7,15.9,15,42,3.3
2441,3/19/2020,Mumbai,IN,6.1,12.1,9.8,65,84,5.8
2442,3/19/2020,Osaka,JP,4.5,18.6,28.9,20,59,4.3
2443,3/19/2020,Santiago,CL,6.2,16.4,15.2,60,57,10.8
2444,3/19/2020,Seoul,KR,4.5,14.9,30.4,50,68,4.3
2445,3/19/2020,Shanghai,CN,4.7,15.6,30.1,50,95,4.1
2446,3/19/2020,Taipei,TW,8.3,26,8.8,39,91,4.3
2447,3/19/2020,Tokyo,JP,3.4,17.6,26.4,18,55,2.9
2448,3/2/2020,Amsterdam,NL,3,13.4,16.4,10,25,0.3
2449,3/2/2020,Bangkok,TH,0.1,6.4,9.9,40,82,1.1
2450,3/2/2020,Beijing,CN,4.6,13.8,19.1,25,68,1.6
2451,3/2/2020,Belgrade,RS,6,9.7,24.3,13,29,5.9
2452,3/2/2020,Budapest,HU,4.7,7.5,22.5,10,34,3
2453,3/2/2020,Busan,KR,4.5,11.2,29.6,29,68,5.8
2454,3/2/2020,Delhi,IN,12.4,21.9,5.4,120,171,6.9
2455,3/2/2020,Haarlem,NL,2.6,11.7,17.2,10,23,0.4
2456,3/2/2020,Hong Kong,HK,6.1,14.1,24.5,24,58,2
2457,3/2/2020,Kyoto,JP,4.5,12.1,26.4,14,42,2.9
2458,3/2/2020,London,GB,4.6,15.8,17.5,8,21,1.8
2459,3/2/2020,Mumbai,IN,7.8,12.7,7.9,89,129,4.5
2460,3/2/2020,Osaka,JP,3.4,12.1,24.8,13,42,2.9
2461,3/2/2020,Santiago,CL,6.2,19,11.6,58,62,12.3
2462,3/2/2020,Seoul,KR,5.6,16.7,24.1,37,85,4.3
2463,3/2/2020,Shanghai,CN,6.1,8.3,31.3,29,74,2.6
2464,3/2/2020,Taipei,TW,3.7,9.3,33.6,21,42,2.9
2465,3/2/2020,Tokyo,JP,3.4,13.9,20,9,30,1.5
2466,3/20/2020,Amsterdam,NL,2.7,4.3,25,13,28,0.1
2467,3/20/2020,Bangkok,TH,0.1,5.2,7.9,32,65,1.1
2468,3/20/2020,Beijing,CN,4.6,19.2,15.1,59,93,2.1
2469,3/20/2020,Belgrade,RS,10.9,17.5,22,59,149,8.3
2470,3/20/2020,Budapest,HU,6.8,28.2,10.5,47,108,3.7
2471,3/20/2020,Busan,KR,4.5,12.1,27.2,48,38,4.3
2472,3/20/2020,Delhi,IN,9.5,21.9,8.6,118,166,8.8
2473,3/20/2020,Haarlem,NL,2.1,4.7,24.9,14,23,0.1
2474,3/20/2020,Hong Kong,HK,6.7,21.6,16.3,28,67,1.9
2475,3/20/2020,Kyoto,JP,3.4,4.7,33.6,13,42,2.9
2476,3/20/2020,London,GB,3.7,7.2,23.1,12,25,2.8
2477,3/20/2020,Mumbai,IN,5.1,7.9,5.8,53,63,4.7
2478,3/20/2020,Osaka,JP,2.3,5.6,32.8,12,34,2.9
2479,3/20/2020,Santiago,CL,6,15.2,17.6,65,60,11.7
2480,3/20/2020,Seoul,KR,4.5,16.7,21.6,38,38,4.3
2481,3/20/2020,Shanghai,CN,3.8,15.1,32.1,52,57,3.6
2482,3/20/2020,Taipei,TW,6,16.7,28.1,30,78,2.9
2483,3/20/2020,Tokyo,JP,3.4,7.5,32,8,25,1.5
2484,3/21/2020,Amsterdam,NL,2.6,3,24.6,10,23,0.1
2485,3/21/2020,Bangkok,TH,0.1,5.2,9.1,32,70,1.1
2486,3/21/2020,Beijing,CN,4.6,11,26.9,68,82,4.1
2487,3/21/2020,Belgrade,RS,8,8.7,23.1,44,85,5.7
2488,3/21/2020,Budapest,HU,5.6,12.4,21.4,46,97,3.1
2489,3/21/2020,Busan,KR,3.4,13,36.1,40,50,5.8
2490,3/21/2020,Delhi,IN,8,17.7,8.9,109,160,9.1
2491,3/21/2020,Haarlem,NL,2.1,3.9,23.6,10,21,0.2
2492,3/21/2020,Hong Kong,HK,5.9,20.1,20.5,50,78,1.7
2493,3/21/2020,Kyoto,JP,4.5,13.9,24.1,15,42,2.9
2494,3/21/2020,London,GB,3.8,7.1,21.2,15,29,2.2
2495,3/21/2020,Mumbai,IN,5,7.7,7.5,53,67,5.3
2496,3/21/2020,Osaka,JP,3.4,15.8,23.3,14,42,2.9
2497,3/21/2020,Santiago,CL,4.2,8.6,16,55,60,12.2
2498,3/21/2020,Seoul,KR,4.5,22.3,27.2,49,57,5.8
2499,3/21/2020,Shanghai,CN,5.8,20.2,31.3,53,95,5.1
2500,3/21/2020,Taipei,TW,6.4,18.6,28.9,42,76,2.9
2501,3/21/2020,Tokyo,JP,4.5,13.9,28.1,13,42,2.9
2502,3/22/2020,Amsterdam,NL,2.7,2.8,26,8,23,0.2
2503,3/22/2020,Bangkok,TH,0.1,4.7,8.7,28,61,1.1
2504,3/22/2020,Beijing,CN,3.7,10.6,28.5,60,85,2.1
2505,3/22/2020,Belgrade,RS,5.9,2.8,22.4,11,40,2.5
2506,3/22/2020,Budapest,HU,3.4,3.8,28.1,8,24,2.6
2507,3/22/2020,Busan,KR,4.5,8.4,39.2,41,65,4.3
2508,3/22/2020,Delhi,IN,7.1,11.3,13.7,80,154,7.4
2509,3/22/2020,Haarlem,NL,1.9,3.7,25.6,9,24,0.3
2510,3/22/2020,Hong Kong,HK,6.1,19.6,11.5,24,66,2.6
2511,3/22/2020,Kyoto,JP,4.5,10.2,43.2,23,61,4.3
2512,3/22/2020,London,GB,5.5,8.1,18.9,16,40,1.5
2513,3/22/2020,Mumbai,IN,3.3,3,9.7,46,64,4
2514,3/22/2020,Osaka,JP,4.5,13.9,29.6,23,61,4.3
2515,3/22/2020,Santiago,CL,3.8,7.1,16.3,38,52,12.3
2516,3/22/2020,Seoul,KR,4.5,11.2,31.2,37,57,4.3
2517,3/22/2020,Shanghai,CN,5.4,11.5,30.5,47,114,3.1
2518,3/22/2020,Taipei,TW,5.5,12.1,28.1,37,80,2.9
2519,3/22/2020,Tokyo,JP,4.5,12.1,41.6,21,59,1.5
2520,3/23/2020,Amsterdam,NL,3.1,7.3,24.6,12,35,0.6
2521,3/23/2020,Bangkok,TH,0.1,5.8,7.9,29,61,1.1
2522,3/23/2020,Beijing,CN,4.6,16.5,22.4,54,87,2.1
2523,3/23/2020,Belgrade,RS,5.7,3.3,22.2,15,51,2.2
2524,3/23/2020,Budapest,HU,3.9,5.6,25.2,13,51,2.4
2525,3/23/2020,Busan,KR,4.5,14.9,29.6,38,61,5.8
2526,3/23/2020,Delhi,IN,7.3,10.2,12.1,70,132,7.5
2527,3/23/2020,Haarlem,NL,2.4,7.6,24.4,14,33,0.7
2528,3/23/2020,Hong Kong,HK,5.4,20.3,8.1,22,59,3.2
2529,3/23/2020,Kyoto,JP,3.4,4.7,37.6,13,42,2.9
2530,3/23/2020,London,GB,7.3,15.5,14.2,20,48,3
2531,3/23/2020,Mumbai,IN,3.6,4.5,13.9,55,82,5.1
2532,3/23/2020,Osaka,JP,2.3,6.5,38.4,14,46,2.9
2533,3/23/2020,Santiago,CL,4.7,10.8,14.5,46,44,11
2534,3/23/2020,Seoul,KR,5.6,25.1,27.2,47,80,5.8
2535,3/23/2020,Shanghai,CN,3.6,13.3,29.3,26,50,3.1
2536,3/23/2020,Taipei,TW,3.9,11.2,39.2,33,70,2.9
2537,3/23/2020,Tokyo,JP,3.4,12.1,30.4,12,42,1.5
2538,3/24/2020,Amsterdam,NL,3.3,10.1,20.4,18,51,0.6
2539,3/24/2020,Bangkok,TH,0.1,5.8,7.1,26,59,1.1
2540,3/24/2020,Beijing,CN,9.1,18.8,24.8,52,99,5.6
2541,3/24/2020,Belgrade,RS,5.9,3.7,20.2,15,50,3
2542,3/24/2020,Budapest,HU,3.9,4.6,31.2,16,46,2.7
2543,3/24/2020,Busan,KR,4.5,11.2,35.2,28,59,5.8
2544,3/24/2020,Delhi,IN,7.1,11,8.7,79,144,8
2545,3/24/2020,Haarlem,NL,2.5,9.3,20.4,18,47,0.8
2546,3/24/2020,Hong Kong,HK,5.3,13.5,35.5,32,68,2
2547,3/24/2020,Kyoto,JP,3.4,5.6,35.2,15,53,1.5
2548,3/24/2020,London,GB,6.4,15.5,18.6,19,51,2.2
2549,3/24/2020,Mumbai,IN,4.8,4.9,12.8,68,107,4.4
2550,3/24/2020,Osaka,JP,2.3,6.5,36.1,13,50,2.9
2551,3/24/2020,Santiago,CL,5,11.7,9.6,52,42,11.2
2552,3/24/2020,Seoul,KR,6.7,34.3,19.2,54,102,5.8
2553,3/24/2020,Shanghai,CN,3.9,17.4,33.8,33,80,3.1
2554,3/24/2020,Taipei,TW,3.4,12.1,33.6,28,53,2.9
2555,3/24/2020,Tokyo,JP,3.4,7.5,32.8,8,30,1.5
2556,3/25/2020,Amsterdam,NL,3.3,10.4,24.9,23,61,0.7
2557,3/25/2020,Bangkok,TH,0.1,4.7,8.3,28,63,1.1
2558,3/25/2020,Beijing,CN,9.1,28.4,30.9,75,179,4.6
2559,3/25/2020,Belgrade,RS,5.1,3.8,28.1,25,65,4.5
2560,3/25/2020,Budapest,HU,4.6,5.8,30.2,20,58,2.3
2561,3/25/2020,Busan,KR,4.5,22.3,23.3,29,63,5.8
2562,3/25/2020,Delhi,IN,5.8,8.1,8.3,57,92,5.7
2563,3/25/2020,Haarlem,NL,2.9,10.6,23.6,24,59,1.1
2564,3/25/2020,Hong Kong,HK,5.1,14.1,31.2,27,59,2
2565,3/25/2020,Kyoto,JP,3.4,11.2,25.6,10,38,1.5
2566,3/25/2020,London,GB,7.7,20.3,18.3,27,65,3
2567,3/25/2020,Mumbai,IN,4.5,4.1,10.6,58,90,4.8
2568,3/25/2020,Osaka,JP,3.4,15.8,28.1,12,42,2.9
2569,3/25/2020,Santiago,CL,4.8,11.2,13.7,51,39,11.5
2570,3/25/2020,Seoul,KR,6.7,38.9,19.2,49,89,5.8
2571,3/25/2020,Shanghai,CN,4.3,11.5,33.8,36,61,3.1
2572,3/25/2020,Taipei,TW,5.3,16.7,28.1,31,59,4.3
2573,3/25/2020,Tokyo,JP,3.4,13,30.4,8,30,1.5
2574,3/26/2020,Amsterdam,NL,3.1,7.4,28.6,29,72,0.8
2575,3/26/2020,Bangkok,TH,0.1,4.7,5.2,23,55,1.1
2576,3/26/2020,Beijing,CN,2.8,4.2,27.7,20,21,1.6
2577,3/26/2020,Belgrade,RS,6.1,4.4,25.6,48,77,4.1
2578,3/26/2020,Budapest,HU,4.7,7.1,28.2,25,60,2.6
2579,3/26/2020,Busan,KR,5.6,30.6,10.4,30,70,5.8
2580,3/26/2020,Delhi,IN,5.3,6.5,8.6,59,97,6.1
2581,3/26/2020,Haarlem,NL,2.4,8.1,28.4,30,71,1.1
2582,3/26/2020,Hong Kong,HK,5.4,16.5,18,25,63,2
2583,3/26/2020,Kyoto,JP,4.5,17.6,23.3,17,55,4.3
2584,3/26/2020,London,GB,6.4,13.3,23.2,32,79,3
2585,3/26/2020,Mumbai,IN,4.1,3.6,9.1,53,85,5
2586,3/26/2020,Osaka,JP,4.5,24.1,21.6,19,59,4.3
2587,3/26/2020,Santiago,CL,5.4,12.5,14.5,55,51,11.3
2588,3/26/2020,Seoul,KR,6.7,32.5,24.1,47,89,5.8
2589,3/26/2020,Shanghai,CN,6.7,22.9,12.6,38,95,3.1
2590,3/26/2020,Taipei,TW,5.8,16.7,25.6,33,74,2.9
2591,3/26/2020,Tokyo,JP,4.5,23.2,21.6,13,50,2.9
2592,3/27/2020,Amsterdam,NL,3.4,6.9,27.9,36,90,0.6
2593,3/27/2020,Bangkok,TH,0.1,4.7,5.6,24,57,1.1
2594,3/27/2020,Beijing,CN,2.8,4.2,28.1,20,21,1.1
2595,3/27/2020,Belgrade,RS,6.2,5.2,23.1,157,170,5.8
2596,3/27/2020,Budapest,HU,4.8,8.5,24.8,52,78,3.3
2597,3/27/2020,Busan,KR,4.5,18.6,16,21,57,4.3
2598,3/27/2020,Delhi,IN,4.5,5.9,8.4,36,63,5.1
2599,3/27/2020,Haarlem,NL,2.7,8.2,28.1,37,89,0.8
2600,3/27/2020,Hong Kong,HK,4.8,18.6,10.2,23,60,2.4
2601,3/27/2020,Kyoto,JP,5.6,22.3,12.8,27,70,2.9
2602,3/27/2020,London,GB,5.5,8.4,31.6,34,78,2.2
2603,3/27/2020,Mumbai,IN,3.8,2.9,12.4,57,84,3.8
2604,3/27/2020,Osaka,JP,4.5,27.8,12.8,26,63,2.9
2605,3/27/2020,Santiago,CL,3.9,11,10.4,52,59,16.2
2606,3/27/2020,Seoul,KR,4.5,15.8,22.4,40,63,4.3
2607,3/27/2020,Shanghai,CN,4.6,8.3,28.5,36,50,2.6
2608,3/27/2020,Taipei,TW,5.7,16.7,21.6,33,78,2.9
2609,3/27/2020,Tokyo,JP,4.5,23.2,26.4,19,57,1.5
2610,3/28/2020,Amsterdam,NL,3,4.2,32,32,76,0.3
2611,3/28/2020,Bangkok,TH,0.1,4.1,6,34,76,1.1
2612,3/28/2020,Beijing,CN,2.8,8.7,24.8,21,30,1.1
2613,3/28/2020,Belgrade,RS,7.5,8.2,25.4,85,155,6.1
2614,3/28/2020,Budapest,HU,5.5,13.6,22,30,64,2.8
2615,3/28/2020,Busan,KR,4.5,9.3,24.1,30,50,4.3
2616,3/28/2020,Delhi,IN,4.6,6.4,7.4,29,59,4.3
2617,3/28/2020,Haarlem,NL,2.4,4.5,32.3,33,66,0.4
2618,3/28/2020,Hong Kong,HK,5.9,17.7,7.6,20,58,2.4
2619,3/28/2020,Kyoto,JP,3.4,4.7,32.8,8,25,2.9
2620,3/28/2020,London,GB,4.6,4.5,33.1,22,46,1.2
2621,3/28/2020,Mumbai,IN,4.5,3.9,15.2,54,91,3.9
2622,3/28/2020,Osaka,JP,2.3,6.5,30.4,8,25,2.9
2623,3/28/2020,Santiago,CL,5,10.2,13.9,53,70,11
2624,3/28/2020,Seoul,KR,3.4,10.2,26.4,32,25,4.3
2625,3/28/2020,Shanghai,CN,3.7,8.3,29.3,20,34,2.6
2626,3/28/2020,Taipei,TW,3.3,10.2,28.1,10,25,2.9
2627,3/28/2020,Tokyo,JP,3.4,7.5,30.4,14,38,1.5
2628,3/29/2020,Amsterdam,NL,2.2,2.1,31,15,26,0.2
2629,3/29/2020,Bangkok,TH,0.1,3.5,6.7,30,70,1.1
2630,3/29/2020,Beijing,CN,4.6,17.9,20.8,58,112,4.1
2631,3/29/2020,Belgrade,RS,6.5,6.1,30.6,57,125,5.6
2632,3/29/2020,Budapest,HU,5.6,6.4,38.2,33,85,3.5
2633,3/29/2020,Busan,KR,3.4,7.5,31.2,25,34,4.3
2634,3/29/2020,Delhi,IN,4.4,5.8,14.4,50,69,4.9
2635,3/29/2020,Haarlem,NL,2,2.2,30.8,18,27,0.1
2636,3/29/2020,Hong Kong,HK,5.5,9.6,26.5,25,44,1.8
2637,3/29/2020,Kyoto,JP,3.4,2.8,33.6,7,17,2.9
2638,3/29/2020,London,GB,6.4,3.2,30.3,13,24,0.8
2639,3/29/2020,Mumbai,IN,3.9,3.8,20.1,56,83,4
2640,3/29/2020,Osaka,JP,2.3,3.8,32.8,7,21,4.3
2641,3/29/2020,Santiago,CL,5.8,10.1,20.6,53,77,10.8
2642,3/29/2020,Seoul,KR,4.5,17.6,24.1,40,57,4.3
2643,3/29/2020,Shanghai,CN,3.6,11,26.4,27,34,2.6
2644,3/29/2020,Taipei,TW,3.3,8.4,32,18,30,2.9
2645,3/29/2020,Tokyo,JP,3.4,7.5,26.4,4,13,1.5
2646,3/3/2020,Amsterdam,NL,2.9,11.7,25.2,10,23,0.4
2647,3/3/2020,Bangkok,TH,0.1,4.7,5.6,30,63,1.1
2648,3/3/2020,Beijing,CN,6.4,8.7,21.2,16,137,1.1
2649,3/3/2020,Belgrade,RS,7.4,18,3.2,28,75,4.8
2650,3/3/2020,Budapest,HU,5.3,13.1,7.9,13,33,3.5
2651,3/3/2020,Busan,KR,4.5,10.2,24.1,19,42,4.3
2652,3/3/2020,Delhi,IN,13.1,28.4,3.1,124,164,6.7
2653,3/3/2020,Haarlem,NL,2.2,8.5,25.3,15,19,0.4
2654,3/3/2020,Hong Kong,HK,6.3,8.6,34.7,27,58,1.7
2655,3/3/2020,Kyoto,JP,3.4,6.5,28.9,9,25,2.9
2656,3/3/2020,London,GB,9.1,27.8,5.9,18,41,3
2657,3/3/2020,Mumbai,IN,4.8,14.9,8.2,83,118,3.2
2658,3/3/2020,Osaka,JP,2.3,7.5,28.9,9,25,2.9
2659,3/3/2020,Santiago,CL,6.5,12.8,32.2,65,70,10.9
2660,3/3/2020,Seoul,KR,5.6,37.1,4.8,34,82,4.3
2661,3/3/2020,Shanghai,CN,3.8,9.2,27.7,27,63,3.1
2662,3/3/2020,Taipei,TW,3.4,7.5,34.4,22,46,2.9
2663,3/3/2020,Tokyo,JP,3.4,16.7,12.8,11,38,1.5
2664,3/30/2020,Amsterdam,NL,2.9,6.4,27.1,12,25,0.2
2665,3/30/2020,Bangkok,TH,0.1,4.7,7.1,32,70,0.6
2666,3/30/2020,Beijing,CN,6.4,14.7,24.8,68,157,3.1
2667,3/30/2020,Belgrade,RS,4.8,5,21.3,36,84,3.7
2668,3/30/2020,Budapest,HU,4.8,6.2,23.8,19,47,2.7
2669,3/30/2020,Busan,KR,3.4,12.1,28.1,22,34,5.8
2670,3/30/2020,Delhi,IN,4.8,6.2,15.7,52,85,6
2671,3/30/2020,Haarlem,NL,1.9,4.9,27.3,13,19,0.2
2672,3/30/2020,Hong Kong,HK,5.9,17.9,9.9,18,52,2.1
2673,3/30/2020,Kyoto,JP,3.4,10.2,23.3,11,34,1.5
2674,3/30/2020,London,GB,4.9,6.6,24.8,11,23,0.9
2675,3/30/2020,Mumbai,IN,4.1,3.9,17.8,54,81,3.5
2676,3/30/2020,Osaka,JP,3.4,13,21.6,11,34,2.9
2677,3/30/2020,Santiago,CL,6.2,15.5,18.4,58,75,11.6
2678,3/30/2020,Seoul,KR,5.6,34.3,17.6,48,82,5.8
2679,3/30/2020,Shanghai,CN,4.1,14.7,26.9,20,53,2.6
2680,3/30/2020,Taipei,TW,4.4,15.8,18.4,16,34,4.3
2681,3/30/2020,Tokyo,JP,3.4,15.8,22.4,10,38,1.5
2682,3/31/2020,Amsterdam,NL,2.7,5.2,25.6,10,21,0.2
2683,3/31/2020,Bangkok,TH,0.1,4.7,7.9,38,85,1.1
2684,3/31/2020,Beijing,CN,4.6,13.3,24.8,65,154,2.1
2685,3/31/2020,Belgrade,RS,4.5,4.6,24.5,16,38,3.3
2686,3/31/2020,Budapest,HU,4.5,7.7,24.9,16,47,2.6
2687,3/31/2020,Busan,KR,4.5,14.9,24.1,23,46,5.8
2688,3/31/2020,Delhi,IN,4.6,5.9,15.5,56,85,5.8
2689,3/31/2020,Haarlem,NL,2.1,5.4,25.8,11,23,0.3
2690,3/31/2020,Hong Kong,HK,6,18.4,7.4,15,50,2.1
2691,3/31/2020,Kyoto,JP,3.4,9.3,25.6,10,30,2.9
2692,3/31/2020,London,GB,5.5,8.5,25.4,14,30,1
2693,3/31/2020,Mumbai,IN,5,3,11.3,52,79,3.7
2694,3/31/2020,Osaka,JP,3.4,10.2,22.4,7,25,1.5
2695,3/31/2020,Santiago,CL,5.7,14.6,18.4,63,68,11.3
2696,3/31/2020,Seoul,KR,5.6,40.8,15.2,44,76,5.8
2697,3/31/2020,Shanghai,CN,4,15.6,26,25,59,2.6
2698,3/31/2020,Taipei,TW,4.3,17.6,21.6,18,30,4.3
2699,3/31/2020,Tokyo,JP,4.5,18.6,14.5,16,57,1.5
2700,3/4/2020,Amsterdam,NL,3.2,14.7,15.8,16,33,0.2
2701,3/4/2020,Bangkok,TH,0.1,5.8,5.2,26,53,1.6
2702,3/4/2020,Beijing,CN,2.8,4.6,26.4,15,38,1.6
2703,3/4/2020,Belgrade,RS,6.6,10.1,9.1,20,67,3.1
2704,3/4/2020,Budapest,HU,4.6,7.3,17.8,11,43,2.5
2705,3/4/2020,Busan,KR,3.4,11.2,26.4,25,55,4.3
2706,3/4/2020,Delhi,IN,9.2,18.3,10.7,115,161,6.8
2707,3/4/2020,Haarlem,NL,2.4,10.6,18.4,21,30,0.3
2708,3/4/2020,Hong Kong,HK,6.3,16.6,19.3,18,51,2.1
2709,3/4/2020,Kyoto,JP,5.6,19.5,15.2,10,38,2.9
2710,3/4/2020,London,GB,6.4,22.8,7.3,15,38,3
2711,3/4/2020,Mumbai,IN,5.1,11.9,8.6,79,103,3.8
2712,3/4/2020,Osaka,JP,4.5,25.1,11.2,10,34,1.5
2713,3/4/2020,Santiago,CL,6,16.5,20.8,63,69,11.8
2714,3/4/2020,Seoul,KR,5.6,14.9,28.9,43,95,4.3
2715,3/4/2020,Shanghai,CN,4.6,10.1,32.5,30,78,3.1
2716,3/4/2020,Taipei,TW,3.7,12.1,30.4,18,34,2.9
2717,3/4/2020,Tokyo,JP,3.4,15.8,16.8,11,38,1.5
2718,3/5/2020,Amsterdam,NL,3.5,11.2,14.7,16,51,0.2
2719,3/5/2020,Bangkok,TH,0.1,5.8,6,29,59,1.1
2720,3/5/2020,Beijing,CN,4.6,13.3,17.1,43,102,2.6
2721,3/5/2020,Belgrade,RS,7.2,11.6,15.7,33,85,3.7
