,Date,City,Country,co,no2,o3,pm10,pm25,so2
1614,1/5/2020,Osaka,JP,3.4,4.7,29.6,8,25,1.5
1615,1/5/2020,Santiago,CL,3.4,6.1,13,46,55,14.4
1616,1/5/2020,Seoul,KR,10,41.7,4.8,47,102,5.8
1617,1/5/2020,Shanghai,CN,6.3,21.1,22,40,93,3.1
1618,1/5/2020,Taipei,TW,3.3,7.5,29.6,14,34,2.9
1619,1/5/2020,Tokyo,JP,3.4,7.5,25.6,5,17,1.5
1620,1/6/2020,Amsterdam,NL,2.7,15.7,14,15,47,0.4
1621,1/6/2020,Bangkok,TH,0.1,21.9,4.4,61,134,1.6
1622,1/6/2020,Beijing,CN,10,27,3.3,58,154,1.6
1623,1/6/2020,Belgrade,RS,5.4,9.1,12.5,21,63,2.9
1624,1/6/2020,Budapest,HU,6.6,20.3,4,20,63,2.7
1625,1/6/2020,Busan,KR,6.7,37.1,4,30,72,5.8
1626,1/6/2020,Delhi,IN,11.8,21.4,3.4,141,205,5.9
1627,1/6/2020,Haarlem,NL,2.2,11.2,18.1,16,43,0.7
1628,1/6/2020,Hong Kong,HK,5.9,18.8,27.9,27,59,2.2
1629,1/6/2020,Kyoto,JP,4.5,11.2,16.8,8,30,1.5
1630,1/6/2020,London,GB,4.6,12.3,13.7,13,30,2.1
1631,1/6/2020,Mumbai,IN,8,16.4,13.3,84,157,4.8
1632,1/6/2020,Osaka,JP,3.4,15.8,16,9,30,1.5
1633,1/6/2020,Santiago,CL,4,10.4,17.8,49,57,13.4
1634,1/6/2020,Seoul,KR,8.9,39.9,4,40,93,5.8
1635,1/6/2020,Shanghai,CN,6.1,17.4,20.8,26,68,3.6
1636,1/6/2020,Taipei,TW,7.5,21.3,19.2,44,89,4.3
1637,1/6/2020,Tokyo,JP,3.4,13,21.6,7,21,1.5
1638,1/7/2020,Amsterdam,NL,3.1,17.5,8.3,21,50,0.3
1639,1/7/2020,Bangkok,TH,0.1,20.2,9.9,64,148,1.6
1640,1/7/2020,Beijing,CN,3.7,12.4,19.9,20,53,2.1
1641,1/7/2020,Belgrade,RS,12.8,15.6,6.8,68,164,5.4
1642,1/7/2020,Budapest,HU,9.8,24.9,1.9,43,113,3.3
1643,1/7/2020,Busan,KR,4.5,18.6,18.4,18,38,5.8
1644,1/7/2020,Delhi,IN,10.5,18.8,3.6,112,185,6
1645,1/7/2020,Haarlem,NL,2.1,11.6,12.2,24,51,0.5
1646,1/7/2020,Hong Kong,HK,7,33.3,11,32,65,2.6
1647,1/7/2020,Kyoto,JP,4.5,18.6,9.6,9,30,1.5
1648,1/7/2020,London,GB,3.5,12.9,9.9,18,35,2
1649,1/7/2020,Mumbai,IN,9.6,15.8,7.3,94,166,4.9
1650,1/7/2020,Osaka,JP,4.5,22.3,7.3,10,34,1.5
1651,1/7/2020,Santiago,CL,4.3,11.2,14.2,52,58,13.8
1652,1/7/2020,Seoul,KR,6.7,31.5,4.8,9,30,4.3
1653,1/7/2020,Shanghai,CN,11.1,23.4,4.9,24,74,3.1
1654,1/7/2020,Taipei,TW,8.2,26,12.8,37,80,3.2
1655,1/7/2020,Tokyo,JP,4.5,21.3,12.1,12,50,1.5
1656,1/8/2020,Amsterdam,NL,2.6,11.4,12.7,13,33,0.2
1657,1/8/2020,Bangkok,TH,0.1,20.2,8.3,63,149,2.2
1658,1/8/2020,Beijing,CN,4.6,13.3,19.1,20,46,1.6
1659,1/8/2020,Belgrade,RS,13.5,16.8,2.7,78,176,6.4
1660,1/8/2020,Budapest,HU,9.3,22.5,2.1,51,137,3.1
1661,1/8/2020,Busan,KR,5.6,10.2,22.4,15,42,4.3
1662,1/8/2020,Delhi,IN,11.2,16.5,2.9,100,187,4.9
1663,1/8/2020,Haarlem,NL,1.6,9.1,13.7,17,34,0.2
1664,1/8/2020,Hong Kong,HK,6.8,27.1,17.1,32,64,2.8
1665,1/8/2020,Kyoto,JP,4.5,11.2,24.8,10,30,1.5
1666,1/8/2020,London,GB,4.6,17.6,7.4,24,50,2.6
1667,1/8/2020,Mumbai,IN,6.5,13,13.6,73,154,3.5
1668,1/8/2020,Osaka,JP,4.5,10.2,24.1,10,30,1.5
1669,1/8/2020,Santiago,CL,2.9,7.8,12.8,45,45,14.3
1670,1/8/2020,Seoul,KR,6.7,20.4,13.6,24,74,4.3
1671,1/8/2020,Shanghai,CN,10,18.3,11,42,114,3.1
1672,1/8/2020,Taipei,TW,7.8,13.9,28.1,34,61,2.9
1673,1/8/2020,Tokyo,JP,4.5,21.3,8,17,61,1.5
1674,1/9/2020,Amsterdam,NL,3.1,13.7,9,11,35,0.1
1675,1/9/2020,Bangkok,TH,0.1,20.8,9.1,68,152,1.6
1676,1/9/2020,Beijing,CN,8.2,27.5,7,39,99,2.6
1677,1/9/2020,Belgrade,RS,11.3,15.9,6.8,66,160,7.6
1678,1/9/2020,Budapest,HU,9.1,16.1,2.4,58,155,2.6
1679,1/9/2020,Busan,KR,4.5,13.9,23.3,28,70,5.8
1680,1/9/2020,Delhi,IN,8.2,12.2,4.6,90,169,4.1
1681,1/9/2020,Haarlem,NL,1.9,9.5,12.6,12,30,0.2
1682,1/9/2020,Hong Kong,HK,7.8,18.1,36.1,38,69,2.3
1683,1/9/2020,Kyoto,JP,3.4,11.2,24.1,9,25,1.5
1684,1/9/2020,London,GB,4.6,10.4,12.7,11,25,3.3
1685,1/9/2020,Mumbai,IN,6.5,16.4,14.1,78,151,3.9
1686,1/9/2020,Osaka,JP,3.4,11.2,24.8,7,21,1.5
1687,1/9/2020,Santiago,CL,4,11.8,13,46,43,14.3
1688,1/9/2020,Seoul,KR,6.7,22.3,16.8,46,109,5.8
1689,1/9/2020,Shanghai,CN,7,21.1,13.5,37,99,3.1
1690,1/9/2020,Taipei,TW,6.2,13.9,24.8,30,59,2.9
1691,1/9/2020,Tokyo,JP,3.4,13,24.1,5,17,1.5
1692,12/30/2019,Amsterdam,NL,4.2,21.8,2.5,23,66,1.3
1693,12/30/2019,Bangkok,TH,0.1,14.4,8.7,51,112,1.1
1694,12/30/2019,Beijing,CN,2.8,5.1,19.1,34,34,1.6
1695,12/30/2019,Belgrade,RS,5,10.8,7.9,29,82,2
1696,12/30/2019,Budapest,HU,7.9,18.4,3.1,37,99,2.2
1697,12/30/2019,Busan,KR,5.6,26,8,28,72,5.8
1698,12/30/2019,Delhi,IN,19.1,20.8,2.4,353,356,4.1
1699,12/30/2019,Haarlem,NL,2.9,14.8,6.3,25,65,1.4
1700,12/30/2019,Hong Kong,HK,7,21.4,9.5,12,40,2.1
1701,12/30/2019,Kyoto,JP,4.5,11.2,15.2,10,38,2.9
1702,12/30/2019,London,GB,5.5,18.9,1.1,21,67,1.5
1703,12/30/2019,Mumbai,IN,9.2,17.1,8.9,97,168,4.5
1704,12/30/2019,Osaka,JP,4.5,13,12.1,11,38,1.5
1705,12/30/2019,Santiago,CL,4.7,13.2,15.2,52,53,13.6
1706,12/30/2019,Seoul,KR,6.7,32.5,7.3,33,78,4.3
1707,12/30/2019,Shanghai,CN,10,27,5.3,68,164,4.6
1708,12/30/2019,Taipei,TW,6.5,21.3,8.8,11,34,2.9
1709,12/30/2019,Tokyo,JP,5.6,16.7,13.6,19,65,2.9
1710,12/31/2019,Amsterdam,NL,3.1,17.7,8.2,23,46,0.3
1711,12/31/2019,Bangkok,TH,0.1,15,5.6,51,113,1.1
1712,12/31/2019,Beijing,CN,5.5,18.3,7.4,35,72,3.6
1713,12/31/2019,Belgrade,RS,11.1,16.9,4.5,62,156,6.3
1714,12/31/2019,Budapest,HU,5.4,9.8,10.9,28,80,1.9
1715,12/31/2019,Busan,KR,3.4,10.2,25.6,17,42,4.3
1716,12/31/2019,Delhi,IN,12,16.3,4.2,164,248,4.6
1717,12/31/2019,Haarlem,NL,1.9,11.2,11.8,23,41,0.3
1718,12/31/2019,Hong Kong,HK,6.9,18.5,17.6,26,66,2.4
1719,12/31/2019,Kyoto,JP,3.4,6.5,26.4,10,34,2.9
1720,12/31/2019,London,GB,5.5,17.7,1.5,25,70,1.1
1721,12/31/2019,Mumbai,IN,7.6,16.3,17.3,84,157,4.9
1722,12/31/2019,Osaka,JP,4.5,7.5,23.3,10,34,2.9
1723,12/31/2019,Santiago,CL,6.2,15,22,57,59,13.4
1724,12/31/2019,Seoul,KR,4.5,13.9,18.4,23,55,4.3
1725,12/31/2019,Shanghai,CN,4.1,12.4,20.4,26,57,3.1
1726,12/31/2019,Taipei,TW,4.2,11.2,27.2,21,42,2.9
1727,12/31/2019,Tokyo,JP,5.6,15.8,17.6,19,68,1.5
1728,2/1/2020,Amsterdam,NL,2.2,5,21.7,9,24,0.2
1729,2/1/2020,Bangkok,TH,0.1,17.9,12.7,69,154,1.6
1730,2/1/2020,Beijing,CN,2.8,5.1,26.4,12,30,1.1
1731,2/1/2020,Belgrade,RS,7.3,15.8,12.4,22,60,9.8
1732,2/1/2020,Budapest,HU,5.2,11.2,15.4,13,46,2.1
1733,2/1/2020,Busan,KR,5.6,17.6,23.3,42,95,4.3
1734,2/1/2020,Delhi,IN,11.5,18.1,3.8,121,177,5
1735,2/1/2020,Haarlem,NL,1.4,5.6,22.3,20,34,0.2
1736,2/1/2020,Hong Kong,HK,6.4,17.4,31.2,32,75,2.2
1737,2/1/2020,Kyoto,JP,3.4,5.6,29.6,7,21,1.5
1738,2/1/2020,London,GB,6.5,8.9,19.5,15,31,3.6
1739,2/1/2020,Mumbai,IN,8.1,20.3,9.3,100,159,3.7
1740,2/1/2020,Osaka,JP,3.4,7.5,28.1,7,21,1.5
1741,2/1/2020,Santiago,CL,4,12.7,20.6,55,61,14.3
1742,2/1/2020,Seoul,KR,8.9,36.2,10.4,57,137,5.8
1743,2/1/2020,Shanghai,CN,6.2,17.9,23.2,29,82,3.6
1744,2/1/2020,Taipei,TW,4.9,13,28.1,26,59,2.6
1745,2/1/2020,Tokyo,JP,3.4,9.3,25.6,4,13,1.5
1746,2/10/2020,Amsterdam,NL,2.3,2.5,28.1,18,30,0.1
1747,2/10/2020,Bangkok,TH,0.1,11.6,8.3,61,117,1.1
1748,2/10/2020,Beijing,CN,14.5,26.1,12.2,113,194,2.6
1749,2/10/2020,Belgrade,RS,6.6,15.3,17.1,29,61,7.3
1750,2/10/2020,Budapest,HU,5.6,9,22.1,15,30,2.6
1751,2/10/2020,Busan,KR,5.6,23.2,24.1,44,97,7.2
1752,2/10/2020,Delhi,IN,13.6,23.8,4.1,168,220,6.6
1753,2/10/2020,Haarlem,NL,1.4,2.9,29.7,26,48,0.2
1754,2/10/2020,Hong Kong,HK,7.1,13.3,12.1,25,65,2.1
1755,2/10/2020,Kyoto,JP,3.4,11.2,22.4,10,38,2.9
1756,2/10/2020,London,GB,3,9.4,22.5,11,26,3.6
1757,2/10/2020,Mumbai,IN,6.2,14.6,17.1,83,151,4.5
1758,2/10/2020,Osaka,JP,3.4,12.1,23.3,10,38,2.9
1759,2/10/2020,Santiago,CL,4.4,15.5,15.5,58,61,8.9
1760,2/10/2020,Seoul,KR,6.7,39.9,8,45,91,5.8
1761,2/10/2020,Shanghai,CN,6.3,12.4,29.7,48,124,3.6
1762,2/10/2020,Taipei,TW,3.9,9.3,32,31,68,2.3
1763,2/10/2020,Tokyo,JP,4.5,24.1,16.8,10,38,2.9
1764,2/11/2020,Amsterdam,NL,2.2,3.3,29.2,14,28,0.1
1765,2/11/2020,Bangkok,TH,0.1,14.4,11.1,62,142,1.6
1766,2/11/2020,Beijing,CN,21.7,28.4,14.3,140,247,3.1
1767,2/11/2020,Belgrade,RS,5.7,9.4,15.4,8,27,3.9
1768,2/11/2020,Budapest,HU,4.7,7.9,23.6,8,13,1.8
1769,2/11/2020,Busan,KR,6.7,34.3,8.8,53,124,7.2
1770,2/11/2020,Delhi,IN,15,26.2,4.6,176,229,6.4
1771,2/11/2020,Haarlem,NL,1.4,3.4,30.1,24,47,0.1
1772,2/11/2020,Hong Kong,HK,7.3,19.6,19.7,35,78,2.2
1773,2/11/2020,Kyoto,JP,3.4,9.3,27.2,10,38,2.9
1774,2/11/2020,London,GB,4.6,10.4,22.6,14,28,3.4
1775,2/11/2020,Mumbai,IN,7.6,15.3,15.4,92,155,4.6
1776,2/11/2020,Osaka,JP,3.4,10.2,27.2,10,38,1.5
1777,2/11/2020,Santiago,CL,5,15.1,23.8,63,68,9
1778,2/11/2020,Seoul,KR,8.9,51.1,4.8,51,97,7.2
1779,2/11/2020,Shanghai,CN,5.1,9.2,33.8,25,76,3.1
1780,2/11/2020,Taipei,TW,7.7,26.9,13.6,30,65,4.3
1781,2/11/2020,Tokyo,JP,3.4,11.2,25.6,6,21,1.5
1782,2/12/2020,Amsterdam,NL,2.3,4.8,26.5,14,26,0.1
1783,2/12/2020,Bangkok,TH,0.1,8.1,8.7,52,119,1.6
1784,2/12/2020,Beijing,CN,22.6,26.1,19.5,145,266,2.6
1785,2/12/2020,Belgrade,RS,7,15.1,15.7,20,45,6.3
1786,2/12/2020,Budapest,HU,4.2,7.7,24.9,7,14,2.5
1787,2/12/2020,Busan,KR,5.6,28.8,12.8,36,87,5.8
1788,2/12/2020,Delhi,IN,11.1,21.6,6.5,167,204,7.2
1789,2/12/2020,Haarlem,NL,1.6,2.8,28,22,36,0.1
1790,2/12/2020,Hong Kong,HK,6.9,26.1,10.1,46,86,2.6
1791,2/12/2020,Kyoto,JP,4.5,19.5,16.8,14,50,2.9
1792,2/12/2020,London,GB,4.6,14.9,18.9,12,24,3.4
1793,2/12/2020,Mumbai,IN,8.9,19.9,10.6,96,155,4.3
1794,2/12/2020,Osaka,JP,4.5,23.2,13.6,13,46,2.9
1795,2/12/2020,Santiago,CL,5.4,12.2,17.6,61,75,9.3
1796,2/12/2020,Seoul,KR,8.9,48.2,4,47,102,5.8
1797,2/12/2020,Shanghai,CN,7.4,12.8,16.3,41,114,3.1
1798,2/12/2020,Taipei,TW,8.5,26,13.6,38,85,4.3
1799,2/12/2020,Tokyo,JP,4.5,24.1,15.2,13,50,2.9
1800,2/13/2020,Amsterdam,NL,3.2,13.3,18,12,27,0.2
1801,2/13/2020,Bangkok,TH,0.1,5.8,5.6,26,50,1.1
1802,2/13/2020,Beijing,CN,20.8,23.8,5.7,150,261,1.6
1803,2/13/2020,Belgrade,RS,7.3,15.6,16.3,36,81,9.6
1804,2/13/2020,Budapest,HU,4.6,10,21.5,9,20,2.7
1805,2/13/2020,Busan,KR,5.6,20.4,19.2,20,53,5.8
1806,2/13/2020,Delhi,IN,7.8,17.1,10,110,165,7.6
1807,2/13/2020,Haarlem,NL,1.9,9.5,20.4,14,32,0.3
1808,2/13/2020,Hong Kong,HK,6.7,24.7,4,19,55,2.2
1809,2/13/2020,Kyoto,JP,4.5,16.7,16.8,16,50,2.9
1810,2/13/2020,London,GB,3.7,14.8,18.6,10,25,3.3
1811,2/13/2020,Mumbai,IN,9.5,19.9,9.3,100,158,4.5
1812,2/13/2020,Osaka,JP,5.6,20.4,15.2,17,55,2.9
1813,2/13/2020,Santiago,CL,4,11.7,20.1,58,62,9
1814,2/13/2020,Seoul,KR,7.8,32.5,11.2,58,147,4.3
1815,2/13/2020,Shanghai,CN,7.5,12.4,21.2,50,137,3.1
1816,2/13/2020,Taipei,TW,6.9,23.2,16,29,68,2.9
1817,2/13/2020,Tokyo,JP,5.6,36.2,8,25,76,2.9
1818,2/14/2020,Amsterdam,NL,3.1,12.3,18.6,13,26,0.2
1819,2/14/2020,Bangkok,TH,0.1,5.8,4.8,25,50,1.6
1820,2/14/2020,Beijing,CN,9.1,8.3,18.3,17,76,1.6
1821,2/14/2020,Belgrade,RS,8.1,14.4,6.5,30,85,4.2
1822,2/14/2020,Budapest,HU,4.9,12.7,15,17,53,2.9
1823,2/14/2020,Busan,KR,6.7,27.8,13.6,40,93,7.2
1824,2/14/2020,Delhi,IN,7.3,13.9,13.7,101,159,6.5
1825,2/14/2020,Haarlem,NL,1.8,7.8,21.2,14,26,0.3
1826,2/14/2020,Hong Kong,HK,6,19.7,11,17,46,2.1
1827,2/14/2020,Kyoto,JP,6.7,22.3,6.4,16,50,4.3
1828,2/14/2020,London,GB,4.6,16.9,12.6,19,41,3.3
1829,2/14/2020,Mumbai,IN,7,17.6,13.2,92,153,5.1
1830,2/14/2020,Osaka,JP,6.7,26.9,5.6,18,53,2.9
1831,2/14/2020,Santiago,CL,5.6,20,17.6,65,64,9.8
1832,2/14/2020,Seoul,KR,8.9,42.6,7.3,64,154,5.8
1833,2/14/2020,Shanghai,CN,5.4,11.9,19.9,18,61,2.6
1834,2/14/2020,Taipei,TW,5.3,16.7,16.8,26,68,2.9
1835,2/14/2020,Tokyo,JP,6.7,36.2,6.4,19,61,2.9
1836,2/15/2020,Amsterdam,NL,3,9.6,18.4,16,38,0.9
1837,2/15/2020,Bangkok,TH,0.1,7.5,4.8,30,65,1.1
1838,2/15/2020,Beijing,CN,1.9,2.8,25.2,13,25,1.1
1839,2/15/2020,Belgrade,RS,6.5,11.8,9.7,26,72,3.8
1840,2/15/2020,Budapest,HU,5.1,11.2,14,18,58,2
1841,2/15/2020,Busan,KR,5.6,14.9,33.6,29,65,5.8
1842,2/15/2020,Delhi,IN,8.2,18.3,9.3,109,161,7.8
1843,2/15/2020,Haarlem,NL,1.8,7.4,18.4,17,45,1.3
1844,2/15/2020,Hong Kong,HK,5.7,17,11.4,26,61,2
1845,2/15/2020,Kyoto,JP,6.7,19.5,8.8,16,50,2.9
1846,2/15/2020,London,GB,2.2,5.2,20.7,8,20,1.5
1847,2/15/2020,Mumbai,IN,7.3,18.3,13.9,95,144,5.5
1848,2/15/2020,Osaka,JP,6.7,23.2,7.3,17,55,2.9
1849,2/15/2020,Santiago,CL,6.9,17.9,24.8,65,77,10.2
1850,2/15/2020,Seoul,KR,7.8,35.2,17.6,55,134,5.8
1851,2/15/2020,Shanghai,CN,6.1,9.6,14.3,12,50,2.6
1852,2/15/2020,Taipei,TW,4.9,15.8,17.6,20,55,4.3
1853,2/15/2020,Tokyo,JP,5.6,28.8,12.8,18,59,2.9
1854,2/16/2020,Amsterdam,NL,2.6,3.4,23,7,16,0.2
1855,2/16/2020,Bangkok,TH,0.1,7,5.6,23,53,1.1
1856,2/16/2020,Beijing,CN,2.2,3.2,26.4,10,17,1.1
1857,2/16/2020,Belgrade,RS,8.8,11.4,17.7,42,111,6
1858,2/16/2020,Budapest,HU,6.9,14.4,8.2,36,89,4
1859,2/16/2020,Busan,KR,4.5,8.4,28.1,13,34,4.3
1860,2/16/2020,Delhi,IN,11.1,23,4.2,139,186,8.5
1861,2/16/2020,Haarlem,NL,1.4,3.8,22.8,9,23,0.3
1862,2/16/2020,Hong Kong,HK,7.4,8.8,13.8,8,22,1.9
1863,2/16/2020,Kyoto,JP,5.6,13.9,13.6,12,42,2.9
1864,2/16/2020,London,GB,3.7,6,24.2,6,16,1.6
1865,2/16/2020,Mumbai,IN,8.7,21.1,15.6,108,163,4.9
1866,2/16/2020,Osaka,JP,4.5,14.9,11.2,14,42,1.5
1867,2/16/2020,Santiago,CL,4.8,9.3,24.2,53,62,10.2
1868,2/16/2020,Seoul,KR,5.6,13,19.2,25,61,4.3
1869,2/16/2020,Shanghai,CN,5.6,6,27.3,32,74,3.1
1870,2/16/2020,Taipei,TW,4.3,8.4,21.6,19,30,2.9
1871,2/16/2020,Tokyo,JP,5.6,20.4,8,23,74,1.5
1872,2/17/2020,Amsterdam,NL,2.5,5.6,26.7,17,33,0.1
1873,2/17/2020,Bangkok,TH,0.1,9.3,5.6,30,63,1.1
1874,2/17/2020,Beijing,CN,2.8,4.6,25.2,12,25,1.1
1875,2/17/2020,Belgrade,RS,8.5,17.6,17.7,50,107,9.5
1876,2/17/2020,Budapest,HU,6.7,20.1,5.9,39,98,3.6
1877,2/17/2020,Busan,KR,3.4,6.5,26.4,16,38,4.3
1878,2/17/2020,Delhi,IN,12.2,25,4,162,191,7.5
1879,2/17/2020,Haarlem,NL,1.6,4.9,27.7,25,49,0.2
1880,2/17/2020,Hong Kong,HK,5.4,12.2,21.6,16,43,2.2
1881,2/17/2020,Kyoto,JP,3.4,5.6,30.4,9,30,2.9
1882,2/17/2020,London,GB,3.7,9.8,23.1,14,30,3.8
1883,2/17/2020,Mumbai,IN,11.5,22,19.5,126,173,5.1
1884,2/17/2020,Osaka,JP,3.4,6.5,28.9,8,25,2.9
1885,2/17/2020,Santiago,CL,3.9,9.7,15,46,50,10.3
1886,2/17/2020,Seoul,KR,4.5,13,22.4,28,61,4.3
1887,2/17/2020,Shanghai,CN,5,6.4,27.7,24,61,3.6
1888,2/17/2020,Taipei,TW,3.4,9.3,31.2,30,55,2.9
1889,2/17/2020,Tokyo,JP,4.5,13.9,14.5,10,42,1.5
1890,2/18/2020,Amsterdam,NL,2.5,5.9,26.1,17,31,0.1
1891,2/18/2020,Bangkok,TH,0.1,10.4,8.7,54,102,1.6
1892,2/18/2020,Beijing,CN,4.6,18.3,13,24,61,1.6
1893,2/18/2020,Belgrade,RS,9.8,17.9,7.3,46,101,5.5
1894,2/18/2020,Budapest,HU,4.7,13.6,16.9,18,51,2
1895,2/18/2020,Busan,KR,4.5,11.2,24.8,20,53,4.3
1896,2/18/2020,Delhi,IN,9.8,25.5,6.2,140,181,9.4
1897,2/18/2020,Haarlem,NL,1.4,5.7,26.9,23,45,0.1
1898,2/18/2020,Hong Kong,HK,4.7,13.9,24.8,18,45,2.4
1899,2/18/2020,Kyoto,JP,3.4,6.5,27.2,8,30,1.5
1900,2/18/2020,London,GB,3.7,11.9,20.4,12,25,6
1901,2/18/2020,Mumbai,IN,10.8,24.8,18.4,118,168,6.3
1902,2/18/2020,Osaka,JP,3.4,9.3,25.6,9,30,2.9
1903,2/18/2020,Santiago,CL,4.7,17.1,21.6,58,51,10.1
1904,2/18/2020,Seoul,KR,5.6,21.3,18.4,21,55,4.3
1905,2/18/2020,Shanghai,CN,5.8,11.5,25.6,22,65,4.1
1906,2/18/2020,Taipei,TW,3.3,11.2,31.2,23,46,2.9
1907,2/18/2020,Tokyo,JP,3.4,10.2,25.6,5,17,1.5
1908,2/19/2020,Amsterdam,NL,2.6,6.7,23.7,16,30,0.1
1909,2/19/2020,Bangkok,TH,0.1,14.4,10.3,62,132,1.6
1910,2/19/2020,Beijing,CN,10.9,21.1,15.5,40,152,3.6
1911,2/19/2020,Belgrade,RS,7.3,11.8,9.8,35,87,4.2
1912,2/19/2020,Budapest,HU,4.9,16.1,11.5,15,38,1.8
1913,2/19/2020,Busan,KR,4.5,22.3,18.4,29,68,5.8
1914,2/19/2020,Delhi,IN,11.7,24.2,10.2,149,180,8
1915,2/19/2020,Haarlem,NL,1.7,5.2,24.8,20,35,0.1
1916,2/19/2020,Hong Kong,HK,5.4,18.1,28,26,55,2
1917,2/19/2020,Kyoto,JP,4.5,13,22.4,9,30,2.9
1918,2/19/2020,London,GB,3.7,15.6,15.9,14,30,4.9
1919,2/19/2020,Mumbai,IN,11.5,22.6,14.7,120,168,7
1920,2/19/2020,Osaka,JP,4.5,18.6,16,10,38,2.9
1921,2/19/2020,Santiago,CL,5,19.3,18,61,61,10.2
1922,2/19/2020,Seoul,KR,7.8,42.6,4,30,72,5.8
1923,2/19/2020,Shanghai,CN,3.8,10.1,29.7,19,53,3.1
1924,2/19/2020,Taipei,TW,3.3,12.1,28.9,21,42,2.9
1925,2/19/2020,Tokyo,JP,3.4,16.7,21.6,7,25,2.9
1926,2/2/2020,Amsterdam,NL,2.3,6.9,22.5,18,32,0.1
1927,2/2/2020,Bangkok,TH,0.1,13.9,14.6,69,155,2.2
1928,2/2/2020,Beijing,CN,4.6,5.5,22.8,30,99,1.1
1929,2/2/2020,Belgrade,RS,5.9,9.8,17.1,14,42,7.2
1930,2/2/2020,Budapest,HU,4.3,5.7,20.8,7,16,1.8
1931,2/2/2020,Busan,KR,6.7,22.3,24.8,61,153,5.8
1932,2/2/2020,Delhi,IN,11.1,18.8,3.8,118,182,4.8
1933,2/2/2020,Haarlem,NL,1.7,7.3,23.8,27,40,0.2
1934,2/2/2020,Hong Kong,HK,6.8,11.8,38.1,35,78,1.9
1935,2/2/2020,Kyoto,JP,4.5,11.2,17.6,11,42,1.5
1936,2/2/2020,London,GB,6.4,9.7,18.1,17,38,3.2
1937,2/2/2020,Mumbai,IN,9.4,16.9,8.2,101,160,4.1
1938,2/2/2020,Osaka,JP,4.5,13.9,18.4,14,50,2.9
1939,2/2/2020,Santiago,CL,4,11,21.9,51,57,15
1940,2/2/2020,Seoul,KR,8.9,29.7,16.8,60,151,5.8
1941,2/2/2020,Shanghai,CN,5.8,12.8,30.9,31,91,3.6
1942,2/2/2020,Taipei,TW,4.5,11.2,26.4,19,42,2.9
1943,2/2/2020,Tokyo,JP,3.4,7.5,28.9,5,17,1.5
1944,2/20/2020,Amsterdam,NL,2.8,8,23.8,11,25,0.2
1945,2/20/2020,Bangkok,TH,0.1,17.3,10.7,68,152,1.6
1946,2/20/2020,Beijing,CN,12.7,13.8,19.1,86,179,2.1
1947,2/20/2020,Belgrade,RS,5.9,9.4,14.4,15,54,3.5
1948,2/20/2020,Budapest,HU,4,8,20,11,38,1.7
1949,2/20/2020,Busan,KR,5.6,30.6,14.5,39,82,7.2
1950,2/20/2020,Delhi,IN,9.2,16.8,17,131,175,6.2
1951,2/20/2020,Haarlem,NL,1.6,5.4,25,13,28,0.2
1952,2/20/2020,Hong Kong,HK,5.5,19.5,26.1,25,57,1.8
1953,2/20/2020,Kyoto,JP,3.4,13,20.8,10,38,2.9
1954,2/20/2020,London,GB,3.7,10.9,20.4,8,18,2.8
1955,2/20/2020,Mumbai,IN,9.2,17.7,7.6,94,153,5
1956,2/20/2020,Osaka,JP,4.5,22.3,14.5,14,53,2.9
1957,2/20/2020,Santiago,CL,5.5,17.3,16,70,72,10.4
1958,2/20/2020,Seoul,KR,7.8,47.3,6.4,51,119,5.8
1959,2/20/2020,Shanghai,CN,4.2,14.2,24.4,20,57,3.1
1960,2/20/2020,Taipei,TW,4.5,16.7,23.3,19,42,2.9
1961,2/20/2020,Tokyo,JP,4.5,21.3,17.6,11,42,2.9
1962,2/21/2020,Amsterdam,NL,2.6,5.9,25.1,18,35,0.2
1963,2/21/2020,Bangkok,TH,0.1,13.3,11.5,62,142,1.1
1964,2/21/2020,Beijing,CN,9.1,11,17.9,73,177,1.6
1965,2/21/2020,Belgrade,RS,8.2,15.1,11.8,40,81,6
1966,2/21/2020,Budapest,HU,4.5,11.3,16.8,17,43,1.7
1967,2/21/2020,Busan,KR,5.6,26.9,20.8,39,74,5.8
1968,2/21/2020,Delhi,IN,7.5,12.2,12.7,60,112,5
1969,2/21/2020,Haarlem,NL,1.3,3.9,26,25,47,0.3
1970,2/21/2020,Hong Kong,HK,5.2,15.2,28.1,21,47,1.9
1971,2/21/2020,Kyoto,JP,4.5,16.7,17.6,11,38,2.9
1972,2/21/2020,London,GB,3.7,9.7,22.3,18,31,2.7
1973,2/21/2020,Mumbai,IN,7.5,15.1,7.1,77,115,4.3
1974,2/21/2020,Osaka,JP,3.4,20.4,17.6,11,38,2.9
1975,2/21/2020,Santiago,CL,4.7,12.6,15.4,67,72,11
1976,2/21/2020,Seoul,KR,7.8,43.6,12.8,51,114,5.8
1977,2/21/2020,Shanghai,CN,4.9,11.9,24.4,22,68,3.1
1978,2/21/2020,Taipei,TW,4,16.7,26.4,28,46,2.9
1979,2/21/2020,Tokyo,JP,3.4,16.7,24.1,10,38,2.9
1980,2/22/2020,Amsterdam,NL,2.5,5.2,25.9,20,44,0.2
1981,2/22/2020,Bangkok,TH,0.1,11.6,9.5,66,144,1.6
1982,2/22/2020,Beijing,CN,2.8,4.2,28.9,16,30,1.6
1983,2/22/2020,Belgrade,RS,6.4,11,14,21,59,2.8
