date, pm25, pm10, o3, no2, so2, co
2018/10/2, 171, , 39, 17, 1, 11
2018/10/3, 171, , 22, 20, 2, 9
2018/10/4, 174, , 16, 28, 2, 14
2018/10/5, 177, , 18, 24, 2, 10
2018/10/6, 168, , 20, 28, 4, 10
2018/10/7, 182, , 19, 29, 4, 10
2018/10/8, 182, , 19, 33, 4, 12
2018/10/9, 188, , 20, 23, 4, 8
2018/10/10, 178, , 14, 18, 6, 6
2018/10/11, 179, , 12, 16, 6, 6
2018/10/12, 174, , 11, 16, 4, 7
2018/10/13, 147, , 13, 18, 4, 6
2018/10/14, 149, , 25, 21, 4, 7
2018/10/15, 182, , 24, 29, 4, 9
2018/10/16, 200, , 23, 33, 4, 15
2018/10/17, 191, , 30, 29, 4, 10
2018/10/18, 190, , 26, 31, 3, 14
2018/10/19, 205, , 10, 28, 1, 11
2018/10/20, 218, , 11, 27, 1, 12
2018/10/21, 196, , 11, 28, 1, 11
2018/10/22, 209, , 8, 22, 4, 11
2018/10/23, 188, , 12, 33, 11, 11
2018/10/24, 217, , 17, 35, 10, 15
2018/10/25, 231, , 14, 44, 6, 14
2018/10/26, 238, , 15, 33, 6, 15
2018/10/27, 208, , 16, 34, 10, 14
2018/10/28, 215, , 12, 32, 6, 15
2018/10/29, 210, , 10, 29, 4, 21
2018/10/30, 230, , 27, 29, 7, 15
2018/10/31, 222, , 18, 31, 4, 16
2018/11/1, 201, , 33, 32, 7, 19
2018/11/2, 211, , 24, 41, 6, 22
2018/11/3, 252, , 29, 37, 1, 10
2018/11/4, 229, , 28, 25, 1, 9
2018/11/5, 208, , 26, 26, 4, 9
2018/11/6, 189, , 26, 25, 2, 9
2018/11/7, 251, , 31, 31, 9, 13
2018/11/8, 256, , 17, 34, 12, 20
2018/11/9, 431, , 21, 32, 5, 19
2018/11/10, 319, , 22, 35, 6, 22
2018/11/11, 304, , 18, 40, 6, 18
2018/11/12, 287, , 16, 43, 4, 19
2018/11/13, 293, , 15, 49, 6, 22
2018/11/14, 311, , 14, 32, 3, 14
2018/11/15, 262, , 14, 31, 3, 16
2018/11/16, 245, , 13, 20, 3, 10
2018/11/17, 187, , 14, 27, 5, 11
2018/11/18, 217, , 21, 41, 9, 16
2018/11/19, 290, , 21, 43, 5, 19
2018/11/20, 258, , 16, 54, 8, 23
2018/11/21, 326, , 19, 38, 7, 18
2018/11/22, 293, , 18, 36, 7, 14
2018/11/23, 234, , 24, 29, 7, 12
2018/11/24, 221, , 27, 24, 7, 11
2018/11/25, 209, , 23, 33, 7, 14
2018/11/26, 235, , 17, 41, 8, 19
2018/11/27, 272, , 14, 45, 8, 23
2018/11/28, 310, , 12, 36, 5, 22
2018/11/29, 298, , 13, 35, 3, 28
2018/11/30, 254, , 15, 32, 5, 15
2018/12/1, 278, , 6, 29, 4, 12
2018/12/2, 287, , , , , 
2018/7/2, 123, , 12, 16, 4, 7
2018/7/3, 153, , 42, 17, 3, 7
2018/7/4, 113, , 85, 14, 3, 7
2018/7/5, 91, , 16, 14, 3, 7
2018/7/6, 122, , 11, 19, 3, 7
2018/7/7, 146, , 5, 18, 3, 7
2018/7/8, 170, , , 15, 3, 6
2018/7/9, 143, , 3, 15, 3, 7
2018/7/10, 117, , 9, 12, 2, 7
2018/7/11, 98, , 22, 14, 3, 7
2018/7/12, 102, , 5, 14, 2, 7
2018/7/13, 78, , 3, 14, 3, 7
2018/7/14, 83, , 1, 14, 3, 8
2018/7/15, 86, , 6, 14, 3, 6
2018/7/16, 108, , 11, 13, 3, 7
2018/7/17, 94, , 28, 13, 2, 6
2018/7/18, 106, , 44, 13, 2, 7
2018/7/19, 132, , 15, 14, 2, 6
2018/7/20, 177, , 7, 15, 3, 7
2018/7/21, 108, , 10, 15, 3, 5
2018/7/22, 81, , 8, 13, 3, 5
2018/7/23, 91, , 2, 15, 3, 7
2018/7/24, 73, , 2, 13, 2, 6
2018/7/25, 102, , 9, 14, 2, 6
2018/7/26, 76, , 6, 14, 3, 7
2018/7/27, 60, , 2, 14, 3, 7
2018/7/28, 140, , 2, 15, 3, 8
2018/7/29, 124, , 3, 15, 3, 6
2018/7/30, 105, , 2, 14, 2, 5
2018/7/31, 68, , 8, 12, 3, 5
2018/8/1, 44, , 2, 12, 3, 4
2018/8/2, 71, , 18, 15, 3, 8
2018/8/3, 129, , 1, 18, 3, 7
2018/8/4, 145, , 3, 16, 3, 6
2018/8/5, 158, , 2, 16, 3, 7
2018/8/6, 252, , 2, 17, 3, 8
2018/8/7, 181, , 5, 15, 4, 10
2018/8/8, 172, , 4, 14, 3, 4
2018/8/9, 102, , 10, 14, 5, 5
2018/8/10, 136, , 12, 18, 3, 6
2018/8/11, 154, , 27, 17, 2, 6
2018/8/12, 136, , 1, 28, 2, 6
2018/8/13, 83, , 1, 21, 2, 6
2018/8/14, 91, , 3, 18, 2, 7
2018/8/15, 95, , 2, 16, 2, 6
2018/8/16, 118, , 3, 13, 3, 6
2018/8/17, 66, , 2, 13, 3, 5
2018/8/18, 94, , 1, 14, 2, 6
2018/8/19, 115, , 3, 15, 3, 6
2018/8/20, 129, , 2, 14, 2, 6
2018/8/21, 91, , 1, 12, 2, 5
2018/8/22, 96, , 25, 12, 3, 5
2018/8/23, 106, , 7, 14, 67, 5
2018/8/24, 94, , 7, 16, 39, 7
2018/8/25, 87, , 5, 20, 2, 7
2018/8/26, 79, , 4, 16, 2, 6
2018/8/27, 116, , 5, 15, 2, 6
2018/8/28, 102, , 4, 14, 2, 5
2018/8/29, 103, , 3, 15, 2, 6
2018/8/30, 86, , 5, 15, 14, 7
2018/8/31, 102, , 7, 20, 3, 6
2018/9/1, 66, , 11, 13, 3, 5
2018/9/2, 96, , , , , 
2018/9/4, 72, , 4, 17, 3, 8
2018/9/5, 78, , 10, 14, 3, 5
2018/9/6, 70, , 10, 18, 4, 9
2018/9/7, 119, , 9, 15, 1, 5
2018/9/8, 94, , 9, 15, 2, 7
2018/9/9, 114, , 12, 16, 2, 7
2018/9/10, 109, , 11, 18, 2, 8
2018/9/11, 140, , 11, 16, 2, 9
2018/9/12, 144, , 12, 16, 2, 9
2018/9/13, 142, , 12, 14, 5, 14
2018/9/14, 141, , 13, 16, 2, 7
2018/9/15, 156, , 19, 15, 2, 8
2018/9/16, 158, , 25, 14, 2, 7
2018/9/17, 157, , 8, 14, 2, 6
2018/9/18, 164, , 14, 13, 2, 7
2018/9/19, 164, , 5, 14, 3, 7
2018/9/20, 172, , 6, 19, 5, 7
2018/9/21, 172, , 4, 7, 1, 4
2018/9/22, 70, , 5, 7, 1, 6
2018/9/23, 89, , 4, 9, 1, 6
2018/9/24, 138, , 9, 18, 2, 8
2018/9/25, 157, , 4, 14, 1, 7
2018/9/26, 131, , 5, 11, 1, 7
2018/9/27, 110, , 5, 18, 2, 8
2018/9/28, 152, , 11, 15, 2, 8
2018/9/29, 162, , 12, 22, 1, 10
2018/9/30, 174, , 15, 15, 1, 6
2018/10/1, 166, , 25, 17, 2, 8
2018/4/2, 162, , 16, 32, 4, 12
2018/4/3, 177, , 22, 42, 4, 10
2018/4/4, 193, , 20, 35, 5, 8
2018/4/5, 187, , 16, 25, 3, 10
2018/4/6, 164, , 14, 23, 2, 6
2018/4/7, 166, , 16, 20, 1, 6
2018/4/8, 139, , 15, 28, 3, 8
2018/4/9, 164, , 15, 24, 2, 6
2018/4/10, 169, , 17, 26, 3, 8
2018/4/11, 147, , 14, 24, 1, 7
2018/4/12, 153, , 11, 22, 2, 7
2018/4/13, 114, , 17, 26, 3, 9
2018/4/14, 156, , 18, 30, 4, 9
2018/4/15, 162, , 18, 32, 5, 7
2018/4/16, 196, , 18, 37, 4, 12
2018/4/17, 177, , 23, 39, 5, 12
2018/4/18, 213, , 15, 25, 4, 7
2018/4/19, 186, , 16, 26, 4, 7
2018/4/20, 185, , 28, 32, 5, 8
2018/4/21, 216, , 36, 21, 2, 5
2018/4/22, 180, , 42, 20, 4, 6
2018/4/23, 196, , 44, 25, 5, 7
2018/4/24, 180, , 53, 35, 5, 9
2018/4/25, 184, , 44, 46, 8, 2
2018/4/26, 205, , 12, 28, 7, 2
2018/4/27, 204, , 14, 18, 2, 2
2018/4/28, 177, , 15, 20, 2, 2
2018/4/29, 172, , 18, 18, 2, 2
2018/4/30, 179, , 16, 21, 1, 8
2018/5/1, 159, , 14, 18, 1, 2
2018/5/2, 150, , 13, 18, 1, 7
2018/5/3, 160, , 12, 17, 1, 2
2018/5/4, 136, , 17, 20, 1, 3
2018/5/5, 123, , 17, 21, 1, 2
2018/5/6, 165, , 20, 23, 1, 2
2018/5/7, 180, , 16, 28, 1, 3
2018/5/8, 183, , 18, 34, 2, 2
2018/5/9, 214, , 19, 18, 2, 2
2018/5/10, 170, , 23, 22, 4, 3
2018/5/11, 164, , 31, 33, 4, 2
2018/5/12, 193, , 14, 20, 2, 3
2018/5/13, 187, , 12, 16, 1, 2
2018/5/14, 174, , 9, 17, 1, 3
2018/5/15, 151, , 5, 20, 1, 8
2018/5/16, 140, , 7, 20, 1, 2
2018/5/17, 171, , 6, 16, 1, 2
2018/5/18, 176, , 6, 16, 1, 6
2018/5/19, 176, , 6, 18, 1, 2
2018/5/20, 198, , 3, 21, 2, 12
2018/5/21, 402, , 8, 32, 2, 3
2018/5/22, 244, , 28, 26, 1, 3
2018/5/23, 231, , 20, 17, 1, 3
2018/5/24, 190, , 17, 16, 1, 8
2018/5/25, 193, , 28, 27, 1, 5
2018/5/26, 230, , 45, 33, 2, 5
2018/5/27, 230, , 19, 21, 1, 3
2018/5/28, 200, , 18, 21, 1, 5
2018/5/29, 175, , 13, 16, 1, 4
2018/5/30, 90, , 11, 21, 1, 3
2018/5/31, 173, , 16, 18, 1, 5
2018/6/1, 178, , 12, 16, 1, 5
2018/6/2, 157, , 12, 16, 1, 5
2018/6/3, 161, , 13, 16, 1, 4
2018/6/4, 306, , 12, 16, 1, 4
2018/6/5, 173, , 17, 15, 1, 4
2018/6/6, 173, , 12, 18, 1, 5
2018/6/7, 173, , 12, 21, 1, 7
2018/6/8, 181, , 11, 23, 1, 4
2018/6/9, 162, , 27, 17, 1, 4
2018/6/10, 156, , 12, 19, 1, 4
2018/6/11, 162, , 19, 25, 1, 5
2018/6/12, 172, , 16, 27, 2, 4
2018/6/13, 207, , 13, 23, 2, 4
2018/6/14, 255, , 24, 24, 4, 14
2018/6/15, 247, , 13, 18, 3, 11
2018/6/16, 216, , 7, 14, 3, 10
2018/6/17, 204, , 10, 16, 3, 8
2018/6/18, 257, , 17, 19, 3, 8
2018/6/19, 185, , 16, 18, 3, 9
2018/6/20, 165, , 18, 24, 3, 9
2018/6/21, 176, , 19, 25, 6, 11
2018/6/22, 187, , 17, 20, 3, 8
2018/6/23, 176, , 19, 17, 3, 8
2018/6/24, 167, , 15, 18, 2, 10
2018/6/25, 163, , 19, 23, 3, 8
2018/6/26, 175, , 22, 19, 3, 10
2018/6/27, 166, , 13, 15, 2, 5
2018/6/28, 94, , 27, 14, 3, 5
2018/6/29, 82, , 31, 14, 3, 7
2018/6/30, 114, , 9, 15, 3, 6
2018/7/1, 116, , 44, 15, 2, 9
2018/1/2, 269, , 16, 14, 5, 17
2018/1/3, 181, , 11, 15, 2, 15
2018/1/4, 334, , 26, 17, 3, 15
2018/1/5, 344, , 13, 18, 2, 13
2018/1/6, 320, , 26, 21, 4, 19
2018/1/7, 268, , 17, 23, 4, 17
2018/1/8, 319, , 17, 23, 2, 16
2018/1/9, 376, , 18, 17, 2, 19
2018/1/10, 317, , 13, 18, 2, 15
2018/1/11, 304, , 15, 23, 4, 18
2018/1/12, 310, , 11, 23, 2, 14
2018/1/13, 339, , 17, 35, 7, 28
2018/1/14, 412, , 25, 29, 7, 22
2018/1/15, 291, , 24, 26, 4, 17
2018/1/16, 300, , 29, 21, 3, 13
2018/1/17, 247, , 19, 21, 3, 17
2018/1/18, 259, , 31, 17, 2, 20
2018/1/19, 303, , 21, 14, 3, 20
2018/1/20, 347, , 19, 12, 3, 14
2018/1/21, 266, , 33, 10, 3, 12
2018/1/22, 251, , 33, 14, 3, 16
2018/1/23, 287, , 19, 14, 4, 24
2018/1/24, 397, , 21, 8, 4, 12
2018/1/25, 205, , 11, 7, 3, 10
2018/1/26, 217, , 23, 10, 3, 13
2018/1/27, 256, , 21, 9, 3, 11
2018/1/28, 232, , 26, 11, 3, 13
2018/1/29, 275, , 9, 10, 2, 10
2018/1/30, 287, , 26, 12, 3, 11
2018/1/31, 219, , 28, 7, 4, 8
2018/2/1, 183, , 28, 9, 3, 9
2018/2/2, 201, , 27, 14, 3, 19
2018/2/3, 217, , 33, 20, 7, 18
2018/2/4, 306, , 36, 17, 3, 7
2018/2/5, 234, , 38, 20, 3, 9
2018/2/6, 193, , 20, 14, 3, 6
2018/2/7, 196, , 19, 24, 6, 10
2018/2/8, 185, , 36, 21, 7, 8
2018/2/9, 185, , 37, 19, 7, 9
2018/2/10, 179, , 32, 22, 6, 8
2018/2/11, 196, , 19, 35, 6, 11
2018/2/12, 209, , 21, 17, 4, 7
2018/2/13, 215, , 25, 15, 4, 6
2018/2/14, 164, , 30, 13, 3, 9
2018/2/15, 164, , 30, 15, 5, 8
2018/2/16, 164, , 33, 17, 5, 7
2018/2/17, 174, , 34, 20, 6, 10
2018/2/18, 183, , 37, 23, 5, 9
2018/2/19, 185, , 45, 27, 6, 10
2018/2/20, 189, , 45, 23, 8, 9
2018/2/21, 187, , 44, 37, 13, 17
2018/2/22, 222, , 37, 35, 10, 13
2018/2/23, 233, , 44, 33, 9, 14
2018/2/24, 238, , 36, 26, 6, 12
2018/2/25, 251, , 24, 11, 4, 18
2018/2/26, 236, , 29, 12, 7, 11
2018/2/27, 171, , 37, 18, 6, 12
2018/2/28, 174, , 39, 20, 5, 11
2018/3/1, 195, , 35, 22, 5, 13
2018/3/2, 196, , 40, 14, 5, 8
2018/3/3, 229, , 37, 13, 5, 7
2018/3/4, 178, , 40, 19, 4, 6
2018/3/5, 178, , 35, 16, 4, 9
2018/3/6, 163, , 39, 14, 5, 7
2018/3/7, 162, , 27, 12, 5, 5
2018/3/8, 165, , , , , 
2018/3/10, 173, , 33, 19, 7, 7
2018/3/11, 179, , 38, 18, 6, 6
2018/3/12, 172, , 39, 22, 6, 8
2018/3/13, 185, , 41, 22, 8, 10
2018/3/14, 186, , 56, 37, 8, 14
2018/3/15, 220, , 33, 29, 5, 8
2018/3/16, 214, , 42, 15, 4, 6
2018/3/17, 173, , 41, 17, 5, 6
2018/3/18, 179, , 41, 14, 5, 7
2018/3/19, 160, , 49, 23, 6, 8
2018/3/20, 183, , 36, 21, 6, 8
2018/3/21, 187, , 42, 30, 10, 8
2018/3/22, 203, , 44, 22, 5, 11
2018/3/23, 180, , 43, 16, 5, 6
2018/3/24, 173, , 50, 22, 7, 6
2018/3/25, 169, , 45, 21, 6, 6
2018/3/26, 163, , 44, 24, 7, 7
2018/3/27, 168, , 41, 28, 7, 8
2018/3/28, 178, , 51, 43, 10, 12
2018/3/29, 196, , 29, 30, 8, 14
2018/3/30, 193, , 22, 35, 7, 6
2018/3/31, 192, , 16, 19, 3, 5
2018/4/1, 141, , 15, 30, 3, 11
2017/10/2, 147, , , , , 
2017/10/4, 138, , 11, 11, 1, 9
2017/10/5, 114, , 8, 19, 1, 9
2017/10/6, 141, , 12, 18, 2, 10
2017/10/7, 147, , 13, 23, 1, 11
2017/10/8, 160, , 20, 15, 1, 9
2017/10/9, 154, , 13, 17, 1, 8
2017/10/10, 151, , 8, 21, 1, 8
2017/10/11, 150, , 11, 17, 1, 18
2017/10/12, 129, , 10, 27, 1, 10
2017/10/13, 161, , 13, 28, 1, 13
2017/10/14, 207, , 24, 26, 1, 10
2017/10/15, 199, , 32, 29, 1, 13
2017/10/16, 189, , 25, 28, 2, 11
2017/10/17, 205, , 27, 11, 1, 13
2017/10/18, 194, , 17, 20, 3, 11
2017/10/19, 207, , 10, 17, 10, 12
2017/10/20, 205, , 9, 18, 8, 13
2017/10/21, 232, , 9, 11, 4, 14
2017/10/22, 174, , 23, 37, 7, 24
2017/10/23, 220, , 36, 37, 7, 23
2017/10/24, 208, , 35, 35, 6, 20
2017/10/25, 244, , 43, 42, 6, 22
2017/10/26, 225, , 24, 43, 4, 30
2017/10/27, 230, , 42, 32, 4, 17
2017/10/28, 219, , 34, 36, 3, 17
2017/10/29, 244, , 37, 24, 3, 12
2017/10/30, 234, , 31, 23, 2, 12
2017/10/31, 207, , 23, 30, 2, 11
2017/11/1, 205, , 28, 23, 2, 11
2017/11/2, 198, , 34, 28, 2, 13
2017/11/3, 218, , 38, 28, 2, 13
2017/11/4, 243, , 36, 29, 3, 15
2017/11/5, 246, , 40, 24, 3, 17
2017/11/6, 251, , 36, 27, 3, 16
2017/11/7, 266, , 34, 33, 3, 16
2017/11/8, 316, , 33, 36, 3, 18
2017/11/9, 417, , 30, 40, 3, 22
2017/11/10, 459, , 33, 33, 2, 18
2017/11/11, 449, , 33, 27, 2, 15
2017/11/12, 343, , 38, 25, 3, 13
2017/11/13, 326, , 41, 46, 5, 23
2017/11/14, 537, , 41, 40, 6, 23
2017/11/15, 508, , 33, 37, 5, 19
2017/11/16, 329, , 29, 35, 5, 20
2017/11/17, 282, , 37, 29, 2, 15
2017/11/18, 264, , 43, 31, 3, 14
2017/11/19, 275, , 23, 27, 3, 13
2017/11/20, 310, , 38, 19, 5, 11
2017/11/21, 236, , 46, 22, 5, 12
2017/11/22, 253, , 28, 29, 4, 13
2017/11/23, 283, , 12, 55, 9, 25
2017/11/24, 245, , 41, 35, 6, 16
2017/11/25, 242, , 53, 39, 8, 16
2017/11/26, 264, , 56, 29, 4, 7
2017/11/27, 257, , 47, 34, 7, 11
2017/11/28, 253, , 42, 35, 5, 17
2017/11/29, 273, , 46, 47, 7, 29
2017/11/30, 297, , 39, 44, 6, 31
2017/12/1, 351, , 28, 46, 6, 35
2017/12/2, 363, , 36, 36, 4, 21
2017/12/3, 289, , 33, 39, 3, 21
2017/12/4, 330, , 29, 38, 3, 19
2017/12/5, 285, , 31, 25, 2, 13
2017/12/6, 254, , 23, 23, 4, 14
2017/12/7, 299, , 28, 21, 5, 11
2017/12/8, 193, , 40, 18, 6, 9
2017/12/9, 186, , , , , 
2017/12/11, 355, , 30, 40, 5, 16
2017/12/12, 259, , 28, 40, 4, 20
2017/12/13, 284, , 30, 24, 2, 11
2017/12/14, 236, , 9, 11, 1, 9
2017/12/15, 224, , , , , 
2017/12/17, 218, , 38, 25, 4, 13
2017/12/18, 229, , 28, 30, 4, 14
2017/12/19, 286, , 27, 36, 5, 29
2017/12/20, 423, , 28, 34, 4, 40
2017/12/21, 499, , 21, 25, 5, 21
2017/12/22, 334, , 22, 24, 3, 16
2017/12/23, 287, , 25, 23, 4, 14
2017/12/24, 244, , 26, 23, 3, 16
2017/12/25, 312, , 15, 19, 2, 20
2017/12/26, 322, , 32, 13, 5, 21
2017/12/27, 314, , 27, 12, 5, 23
2017/12/28, 385, , 22, 10, 5, 30
2017/12/29, 445, , 8, 13, 2, 22
2017/12/30, 326, , 7, 21, 2, 18
2017/12/31, 250, , 5, 23, 1, 18
2018/1/1, 353, , 11, 19, 2, 18
2017/7/2, 123, , 10, 9, 1, 9
2017/7/3, 121, , 16, 10, 1, 8
2017/7/4, 113, , 6, 8, 1, 8
2017/7/5, 105, , 7, 8, 1, 7
2017/7/6, 106, , 9, 8, 1, 8
2017/7/7, 76, , 5, 8, 2, 8
2017/7/8, 69, , 8, 8, 2, 8
2017/7/9, 54, , 6, 8, 1, 8
2017/7/10, 47, , 5, 10, 1, 8
2017/7/11, 53, , 5, 6, 1, 5
2017/7/12, 50, , 5, 8, 1, 7
2017/7/13, 47, , 7, 7, 2, 6
2017/7/14, 68, , 7, 9, 1, 8
2017/7/15, 147, , 7, 10, 2, 8
2017/7/16, 144, , 5, 8, 1, 10
2017/7/17, 147, , 7, 10, 1, 10
2017/7/18, 116, , 7, 9, 2, 8
2017/7/19, 131, , 8, 11, 2, 8
2017/7/20, 100, , 7, 7, 1, 7
2017/7/21, 128, , 5, 8, 2, 6
2017/7/22, 167, , 5, 8, 1, 8
2017/7/23, 146, , 6, 6, 1, 8
2017/7/24, 132, , 5, 10, 2, 7
2017/7/25, 133, , 5, 8, 1, 7
2017/7/26, 120, , 6, 7, 2, 7
2017/7/27, 148, , 6, 6, 2, 6
2017/7/28, 142, , 9, 7, 2, 7
2017/7/29, 132, , 4, 10, 1, 11
2017/7/30, 129, , 7, 8, 1, 10
2017/7/31, 109, , 5, 9, 1, 9
2017/8/1, 87, , 4, 9, 2, 7
2017/8/2, 87, , 4, 11, 1, 10
2017/8/3, 87, , 3, 11, 2, 8
2017/8/4, 94, , 4, 9, 2, 7
2017/8/5, 125, , 4, 11, 2, 8
2017/8/6, 140, , 6, 6, 1, 10
2017/8/7, 101, , 5, 6, 1, 9
2017/8/8, 145, , 4, 8, 2, 10
2017/8/9, 84, , 3, 9, 2, 8
2017/8/10, 137, , 4, 10, 2, 9
2017/8/11, 218, , 4, 12, 2, 9
2017/8/12, 111, , 9, 9, 3, 7
2017/8/13, 107, , 11, 8, 1, 8
2017/8/14, 125, , 9, 10, 2, 8
2017/8/15, 220, , 8, 9, 1, 8
2017/8/16, 127, , 5, 9, 1, 7
2017/8/17, 114, , 2, 16, 2, 10
2017/8/18, 97, , 3, 12, 1, 9
2017/8/19, 86, , 9, 7, 1, 7
2017/8/20, 111, , 5, 5, 1, 7
2017/8/21, 119, , 8, 11, 1, 6
2017/8/22, 108, , 11, 10, 2, 7
2017/8/23, 118, , 5, 11, 1, 6
2017/8/24, 141, , 9, 8, 1, 8
2017/8/25, 135, , 5, 9, 2, 7
2017/8/26, 135, , 7, 10, 1, 8
2017/8/27, 134, , 9, 8, 1, 6
2017/8/28, 47, , 8, 7, 2, 6
2017/8/29, 19, , 12, 8, 1, 4
2017/8/30, 73, , 18, 9, 1, 5
2017/8/31, 109, , 13, 12, 2, 6
2017/9/1, 107, , 13, 9, 2, 6
2017/9/2, 92, , 12, 8, 2, 6
2017/9/3, 87, , 8, 7, 1, 4
2017/9/4, 109, , 7, 13, 2, 6
2017/9/5, 104, , 12, 11, 1, 6
2017/9/6, 134, , 3, 13, 2, 6
2017/9/7, 136, , , , , 
2017/9/12, 164, , 28, 16, 1, 6
2017/9/13, 157, , 28, 17, 1, 5
2017/9/14, 159, , 17, 12, 2, 6
2017/9/15, 158, , 17, 16, 2, 7
2017/9/16, 129, , 23, 16, 1, 6
2017/9/17, 127, , 21, 16, 2, 7
2017/9/18, 128, , 16, 21, 2, 6
2017/9/19, 118, , 23, 13, 1, 9
2017/9/20, 73, , 17, 14, 2, 5
2017/9/21, 110, , 22, 14, 41, 5
2017/9/22, 55, , 9, 11, 23, 8
2017/9/23, 66, , 6, 10, 2, 6
2017/9/24, 65, , 15, 9, 2, 7
2017/9/25, 97, , 15, 9, 2, 6
2017/9/26, 89, , 21, 15, 2, 7
2017/9/27, 155, , 23, 11, 1, 9
2017/9/28, 164, , 28, 14, 1, 11
2017/9/29, 162, , 32, 14, 2, 8
2017/9/30, 155, , 34, 14, 1, 9
2017/10/1, 155, , 27, 10, 2, 8
2017/4/2, 193, , 41, 18, 4, 9
2017/4/3, 165, , 39, 22, 4, 12
2017/4/4, 158, , 53, 21, 4, 10
2017/4/5, 167, , 55, 16, 1, 9
2017/4/6, 157, , 45, 15, 1, 12
2017/4/7, 162, , 63, 16, 2, 16
2017/4/8, 179, , 76, 14, 3, 11
2017/4/9, 166, , 82, 15, 5, 11
2017/4/10, 165, , 71, 20, 4, 11
2017/4/11, 131, , 79, 22, 4, 12
2017/4/12, 145, , 76, 27, 4, 11
2017/4/13, 154, , 101, 37, 5, 16
2017/4/14, 180, , 60, 17, 5, 10
2017/4/15, 187, , , , , 
2017/4/18, 174, , 88, 19, 1, 13
2017/4/19, 185, , 95, 18, 2, 9
2017/4/20, 220, , 48, 13, 2, 10
2017/4/21, 191, , 65, 5, 1, 9
2017/4/22, 164, , 39, 2, 2, 12
2017/4/23, 176, , 28, 18, 3, 21
2017/4/24, 249, , 74, 23, 2, 11
2017/4/25, 141, , 65, 23, 3, 12
2017/4/26, 178, , 71, 21, 3, 10
2017/4/27, 194, , 79, 21, 4, 11
2017/4/28, 193, , 67, 19, 3, 9
2017/4/29, 161, , 84, 28, 4, 12
2017/4/30, 188, , 66, 19, 2, 20
2017/5/1, 160, , 72, 21, 2, 9
2017/5/2, 171, , 79, 26, 3, 13
2017/5/3, 180, , 99, 37, 5, 13
2017/5/4, 197, , 42, 28, 3, 10
2017/5/5, 177, , 85, 25, 5, 11
2017/5/6, 199, , 85, 36, 5, 14
2017/5/7, 256, , 59, 24, 3, 11
2017/5/8, 348, , 58, 13, 2, 9
2017/5/9, 196, , 65, 21, 2, 9
2017/5/10, 184, , 51, 14, 2, 8
2017/5/11, 136, , 53, 16, 2, 10
2017/5/12, 154, , 44, 16, 1, 10
2017/5/13, 173, , 36, 20, 1, 8
2017/5/14, 166, , 5, 19, 1, 10
2017/5/15, 167, , 21, 27, 1, 12
2017/5/16, 187, , 27, 25, 1, 12
2017/5/17, 231, , 5, 7, 1, 7
2017/5/18, 162, , 52, 19, 2, 12
2017/5/19, 212, , 9, 22, 2, 9
2017/5/20, 205, , 15, 16, 2, 8
2017/5/21, 194, , 21, 6, 2, 7
2017/5/22, 262, , 15, 15, 3, 9
2017/5/23, 229, , 14, 13, 4, 9
2017/5/24, 194, , 19, 28, 3, 9
2017/5/25, 223, , 20, 23, 2, 10
2017/5/26, 224, , 12, 23, 1, 9
2017/5/27, 208, , , , , 
2017/5/29, 187, , 5, 13, 1, 12
2017/5/30, 140, , , , , 
2017/6/2, 178, , 5, 13, 2, 8
2017/6/3, 172, , 13, 27, 2, 14
2017/6/4, 202, , 18, 24, 1, 11
2017/6/5, 203, , 7, 22, 1, 11
2017/6/6, 196, , 6, 10, 1, 8
2017/6/7, 131, , 6, 10, 1, 8
2017/6/8, 120, , 6, 10, 2, 8
2017/6/9, 159, , 5, 12, 2, 8
2017/6/10, 152, , 7, 13, 2, 9
2017/6/11, 188, , , 10, 1, 8
2017/6/12, 186, , , 14, 2, 10
2017/6/13, 207, , , 28, 1, 12
2017/6/14, 228, , , , , 
2017/6/17, 122, , 16, 11, 1, 8
2017/6/18, 368, , 20, 13, 1, 11
2017/6/19, 146, , 12, 13, 2, 9
2017/6/20, 150, , 7, 9, 2, 9
2017/6/21, 159, , 11, 13, 2, 11
2017/6/22, 129, , 13, 11, 1, 8
2017/6/23, 124, , 16, 11, 1, 9
2017/6/24, 124, , 19, 14, 1, 10
2017/6/25, 123, , 13, 9, 2, 8
2017/6/26, 125, , 12, 7, 1, 7
2017/6/27, 123, , 11, 7, 2, 8
2017/6/28, 123, , 10, 8, 2, 8
2017/6/29, 125, , 10, 8, 1, 7
2017/6/30, 124, , 12, 10, 2, 9
2017/7/1, 124, , 8, 12, 2, 9
2017/1/3, 250, , 15, 15, 6, 12
2017/1/4, 228, , 22, 16, 7, 14
2017/1/5, 248, , 18, 19, 8, 17
2017/1/6, 296, , 14, 16, 6, 17
2017/1/7, 247, , 21, 19, 4, 17
2017/1/8, 243, , 15, 21, 6, 20
2017/1/9, 286, , 16, 19, 6, 16
2017/1/10, 237, , 43, 15, 4, 13
2017/1/11, 180, , 43, 22, 5, 15
2017/1/12, 192, , 48, 27, 5, 16
2017/1/13, 218, , 49, 29, 6, 20
2017/1/14, 279, , 44, 35, 7, 24
2017/1/15, 331, , 45, 35, 7, 27
2017/1/16, 350, , 45, 40, 7, 37
2017/1/17, 387, , 35, 21, 5, 16
2017/1/18, 299, , 27, 17, 5, 18
2017/1/19, 279, , 37, 25, 6, 22
