date, pm25, pm10, no2, so2, co
2018/6/26, 7, 9, , 1, 
2018/6/27, 9, 9, , , 
2018/6/28, 14, 4, , , 1
2018/6/29, 6, 6, , 1, 1
2018/1/2, 26, 13, 4, 2, 7
2018/1/3, 25, 11, 3, 1, 6
2018/1/4, 25, 9, 3, 1, 7
2018/1/5, 23, 14, 3, 2, 8
2018/1/6, 26, 10, 2, 2, 8
2018/1/7, 19, 9, 2, 1, 8
2018/1/8, 19, 9, 3, 2, 8
2018/1/9, 20, 15, 5, 2, 8
2018/1/10, 26, 13, 9, 2, 8
2018/1/11, 26, 10, 4, 2, 8
2018/1/12, 21, 13, 7, 2, 10
2018/1/13, 23, 13, 9, 1, 9
2018/1/14, 28, 14, , 2, 10
2018/1/15, 25, 14, , 2, 8
2018/1/16, 18, 10, , , 7
2018/1/17, 18, 13, , , 7
2018/1/18, 18, 17, , , 7
2018/1/19, 25, 7, , , 7
2018/1/20, 19, 5, , , 7
2018/1/21, 17, 6, , , 7
2018/1/22, 17, 11, , , 7
2018/1/23, 18, 7, 3, , 7
2018/1/24, 16, 8, 3, , 7
2018/1/25, 16, 11, 6, , 8
2018/1/26, 25, 8, 10, , 9
2018/1/27, 27, 10, 7, , 8
2018/1/28, 40, 5, 3, , 7
2018/1/29, 25, 7, 6, 1, 8
2018/1/30, 20, 7, 8, 1, 8
2018/1/31, 18, 10, 3, , 7
2018/2/1, 42, 6, 1, , 7
2018/2/2, 21, 7, 2, , 7
2018/2/3, 22, 8, 4, , 7
2018/2/4, 25, 8, 2, , 7
2018/2/5, 19, 5, 6, 1, 7
2018/2/6, 17, 4, 6, 1, 8
2018/2/7, 15, 9, 9, 1, 9
2018/2/8, 17, 18, 6, 1, 9
2018/2/9, 27, 17, 3, 1, 9
2018/2/10, 22, 12, 2, 1, 8
2018/2/11, 18, 8, 4, 1, 8
2018/2/12, 12, 8, 5, , 9
2018/2/13, 16, 9, 6, , 9
2018/2/14, 41, 4, 6, , 9
2018/2/15, 19, 4, 8, 1, 8
2018/2/16, 16, 9, 7, 1, 9
2018/2/17, 17, 8, 7, , 8
2018/2/18, 19, 4, 2, , 8
2018/2/19, 14, 8, 5, , 8
2018/2/20, 16, 8, 7, , 8
2018/2/21, 23, 12, 8, , 8
2018/2/22, 35, 7, 5, , 8
2018/2/23, 28, 12, 5, 1, 8
2018/2/24, 31, 15, 6, 2, 9
2018/2/25, 33, 10, 3, 1, 9
2018/2/26, 22, 14, 4, 2, 9
2018/2/27, 28, 23, 3, , 9
2018/2/28, 40, 23, 3, 1, 10
2018/3/1, 39, 18, 4, 1, 10
2018/3/2, 35, 9, 4, 1, 9
2018/3/3, 22, 14, 3, , 9
2018/3/4, 19, 13, 2, , 10
2018/3/5, 23, 12, 2, , 9
2018/3/6, 21, 10, 4, , 9
2018/3/7, 22, 8, 3, , 9
2018/3/8, 16, 8, 3, , 9
2018/3/9, 21, 12, 2, , 9
2018/3/10, 19, 8, 1, , 10
2018/3/11, 17, 12, 1, , 10
2018/3/12, 25, 9, 2, 1, 11
2018/3/13, 20, 7, 2, , 10
2018/3/14, 17, 7, 2, 1, 10
2018/3/15, 26, 11, 4, , 10
2018/3/16, 33, 10, 5, , 10
2018/3/17, 37, 7, 3, , 9
2018/3/18, 29, 2, 1, , 9
2018/3/19, 19, 13, 2, , 8
2018/3/20, 30, 11, 3, , 8
2018/3/21, 26, 13, 2, , 8
2018/3/22, 32, 11, 3, , 8
2018/3/23, 25, 12, 6, , 8
2018/3/24, 27, 3, 4, 1, 8
2018/3/25, 26, 5, 5, 2, 8
2018/3/26, 22, 6, 5, 1, 8
2018/3/27, 20, 5, 4, 1, 8
2018/3/28, 12, 7, 7, 2, 8
2018/3/29, 14, 9, 6, 2, 8
2018/3/30, 23, 7, 4, 2, 9
2018/3/31, 34, 10, 6, 1, 10
2018/4/1, 34, 11, 4, , 9
2017/10/2, 53, 14, 5, 3, 3
2017/10/3, 39, 10, 4, 3, 3
2017/10/4, 14, 12, 3, 3, 3
2017/10/5, 15, 17, 2, 3, 3
2017/10/6, 19, 17, 3, 2, 3
2017/10/7, 20, 15, 4, 2, 3
2017/10/8, 29, 11, 5, 2, 3
2017/10/9, 18, 9, 4, 2, 3
2017/10/10, 20, 7, 5, 2, 3
2017/10/11, 16, 9, 3, 1, 4
2017/10/12, 12, 10, 5, 1, 6
2017/10/13, 17, 11, 2, 2, 5
2017/10/14, 20, 12, 3, 2, 5
2017/10/15, 19, 14, 3, 2, 5
2017/10/16, 21, 15, 2, 2, 5
2017/10/17, 21, 15, 3, 2, 5
2017/10/18, 24, 13, 3, 2, 5
2017/10/19, 19, 13, 2, 1, 5
2017/10/20, 20, 14, 2, 2, 5
2017/10/21, 18, 14, 1, 1, 5
2017/10/22, 17, 12, 4, 2, 5
2017/10/23, 19, 15, 5, 5, 11
2017/10/24, 20, 12, , , 
2017/10/25, 18, 14, 4, 3, 5
2017/10/26, 19, 11, 8, 1, 5
2017/10/27, 20, 12, 6, 1, 5
2017/10/28, 13, 13, 6, 1, 5
2017/10/29, 17, 8, 5, 1, 5
2017/10/30, 15, 12, 4, 1, 5
2017/10/31, 21, 6, 2, , 5
2017/11/1, 9, 16, 2, , 5
2017/11/2, 33, 22, 4, 1, 5
2017/11/3, 51, 14, 3, , 5
2017/11/4, 31, 10, 2, , 5
2017/11/5, 18, 12, 2, , 4
2017/11/6, 21, 16, 4, , 4
2017/11/7, 27, 12, 6, , 5
2017/11/8, 16, 11, 3, , 4
2017/11/9, 19, 9, 4, , 4
2017/11/10, 22, 10, 3, 1, 4
2017/11/11, 17, 7, 2, 1, 4
2017/11/12, 12, 11, 2, , 4
2017/11/13, 17, 7, 3, 1, 4
2017/11/14, 16, 7, 3, 1, 4
2017/11/15, 13, 13, 2, 1, 4
2017/11/16, 17, 13, 2, 1, 4
2017/11/17, 18, 10, 4, 2, 4
2017/11/18, 19, 8, , 3, 4
2017/11/19, 18, 9, , 2, 4
2017/11/20, 15, 12, , , 4
2017/11/21, 20, 11, , 2, 4
2017/11/22, 14, 16, , 1, 4
2017/11/23, 29, 15, 1, 1, 4
2017/11/24, 21, 10, 2, 1, 4
2017/11/25, 20, 7, 1, , 4
2017/11/26, 23, 13, 1, , 4
2017/11/27, 33, 14, 3, 1, 5
2017/11/28, 36, 15, 3, 1, 5
2017/11/29, 33, 13, 3, , 5
2017/11/30, 34, 13, 3, , 5
2017/12/1, 31, 13, 2, , 5
2017/12/2, 28, 13, 1, , 5
2017/12/3, 33, 20, 2, 1, 4
2017/12/4, 39, 18, 4, 1, 4
2017/12/5, 35, 25, 3, , 4
2017/12/6, 27, 26, 5, 1, 4
2017/12/7, 38, 14, 8, 1, 5
2017/12/8, 31, 13, 10, , 5
2017/12/9, 11, 13, , 1, 5
2017/12/10, 9, 9, , , 5
2017/12/11, 15, 11, 9, , 5
2017/12/12, 22, 11, 7, 1, 5
2017/12/13, 26, 15, 5, , 4
2017/12/14, 23, 11, 3, , 4
2017/12/15, 15, 9, 6, 1, 4
2017/12/16, 16, 7, 8, 1, 4
2017/12/17, 15, 4, 6, , 5
2017/12/18, 9, 10, 8, , 5
2017/12/19, 20, 9, 6, , 5
2017/12/20, 18, 4, 3, , 4
2017/12/21, 13, 5, 3, , 4
2017/12/22, 14, 7, 3, , 4
2017/12/23, 12, 6, 2, , 4
2017/12/24, 11, 6, 2, , 4
2017/12/25, 12, 7, 3, 1, 5
2017/12/26, 14, 5, 6, 1, 8
2017/12/27, 20, 3, 6, , 7
2017/12/28, 13, 8, 7, 1, 7
2017/12/29, 14, 5, 3, , 7
2017/12/30, 10, 5, 2, 1, 9
2017/12/31, 14, 6, 1, 1, 8
2018/1/1, 17, 11, 2, 2, 11
2017/7/2, 14, 10, 1, , 4
2017/7/3, 11, 12, 3, , 4
2017/7/4, 15, 17, 1, 1, 4
2017/7/5, 23, 15, 2, , 4
2017/7/6, 23, 10, 2, , 4
2017/7/7, 14, 9, 2, 1, 4
2017/7/8, 10, 9, 2, 1, 4
2017/7/9, 11, 7, 2, 1, 4
2017/7/10, 9, 13, 3, 2, 4
2017/7/11, 10, 15, 4, 2, 5
2017/7/12, 14, 11, 2, 2, 4
2017/7/13, 14, 14, 2, 2, 4
2017/7/14, 21, 14, 2, 2, 4
2017/7/15, 17, 9, 1, 1, 4
2017/7/16, 14, 9, 1, 1, 4
2017/7/17, 10, 12, 2, , 4
2017/7/18, 11, 11, 2, , 4
2017/7/19, 11, 14, 2, , 4
2017/7/20, 14, 14, 3, 1, 4
2017/7/21, 19, 16, 2, 1, 4
2017/7/22, 14, 13, 2, , 4
2017/7/23, 18, 9, 1, 1, 4
2017/7/24, 11, 5, 3, 1, 4
2017/7/25, 13, 9, 2, , 4
2017/7/26, 10, 13, 2, 1, 4
2017/7/27, 13, 12, 2, 1, 4
2017/7/28, 15, 15, 2, , 4
2017/7/29, 14, 16, 1, , 4
2017/7/30, 13, 7, 1, , 4
2017/7/31, 11, 10, 2, , 4
2017/8/1, 9, 11, 3, , 4
2017/8/2, 17, 12, 4, 1, 4
2017/8/3, 13, 10, 2, 1, 4
2017/8/4, 10, 11, 2, 2, 4
2017/8/5, 12, 15, 2, 1, 4
2017/8/6, 14, 10, 2, 1, 3
2017/8/7, 13, 10, 2, 1, 3
2017/8/8, 10, 12, 3, 1, 4
2017/8/9, 11, 9, 3, 1, 3
2017/8/10, 9, 14, 3, 1, 3
2017/8/11, 15, 16, 2, 2, 3
2017/8/12, 13, 14, 1, 2, 3
2017/8/13, 10, 10, , 1, 3
2017/8/14, 9, 10, , 3, 4
2017/8/15, 11, 12, 2, 1, 4
2017/8/16, 12, 10, 2, 1, 3
2017/8/17, 9, 9, 2, 1, 3
2017/8/18, 7, 9, 2, 1, 3
2017/8/19, 10, 8, 1, 1, 3
2017/8/20, 9, 7, 1, 1, 4
2017/8/21, 10, 5, 3, 1, 4
2017/8/22, 10, 8, 3, 1, 4
2017/8/23, 16, 16, 3, 1, 4
2017/8/24, 20, 16, 3, 2, 3
2017/8/25, 19, 17, 2, 2, 3
2017/8/26, 24, 12, 2, 2, 3
2017/8/27, 14, 15, 2, 1, 3
2017/8/28, 12, 10, 3, 1, 4
2017/8/29, 12, 7, 2, 1, 4
2017/8/30, 10, 11, 4, 2, 4
2017/8/31, 12, 15, 4, 2, 3
2017/9/1, 13, 10, 3, 2, 3
2017/9/2, 11, 11, 3, 1, 3
2017/9/3, 12, 8, 3, 1, 3
2017/9/4, 12, 7, 2, 1, 3
2017/9/5, 15, , 7, 2, 3
2017/9/10, 16, 9, 2, 1, 3
2017/9/11, 13, 11, 6, 2, 4
2017/9/12, 19, 11, 6, 2, 3
2017/9/13, 18, 9, 4, 2, 3
2017/9/14, 14, 15, 6, 4, 3
2017/9/15, 25, 11, 4, 1, 3
2017/9/16, 11, 12, 3, 1, 3
2017/9/17, 11, 15, , 2, 3
2017/9/18, 17, 17, , 1, 3
2017/9/19, 17, 15, 3, 2, 3
2017/9/20, 14, 15, 3, 3, 3
2017/9/21, 15, 14, 3, 3, 3
2017/9/22, 13, 9, 2, 3, 3
2017/9/23, 13, 10, 1, 2, 3
2017/9/24, 11, 13, 1, 3, 3
2017/9/25, 8, 11, 4, 2, 3
2017/9/26, 14, 10, 3, 2, 3
2017/9/27, 12, 10, 3, 2, 3
2017/9/28, 14, 11, 2, 2, 3
2017/9/29, 11, 7, 3, 2, 3
2017/9/30, 11, 13, 4, 2, 3
2017/10/1, 28, 18, 5, 2, 3
2017/4/2, 37, 18, 2, , 
2017/4/3, 34, 20, 2, , 
2017/4/4, 30, 14, 3, , 
2017/4/5, 31, 11, 3, , 
2017/4/6, 22, 13, 4, , 3
2017/4/7, 23, 11, 2, , 2
2017/4/8, 17, 12, 2, , 
2017/4/9, 25, 13, 4, , 
2017/4/10, 19, 17, 4, , 
2017/4/11, 27, 15, 4, , 
2017/4/12, 21, 12, 7, , 
2017/4/13, 16, 11, 6, , 
2017/4/14, 11, 10, 5, , 
2017/4/15, 17, 12, 3, , 
2017/4/16, 20, 6, 2, , 
2017/4/17, 14, 11, 2, , 
2017/4/18, 23, 16, 4, , 
2017/4/19, 36, , 4, , 
2017/4/25, 23, 13, 3, , 
2017/4/26, 19, 11, 4, , 
2017/4/27, 15, 15, 4, , 
2017/4/28, 21, 11, 6, , 1
2017/4/29, 16, 11, 6, 1, 
2017/4/30, 17, 7, 4, , 
2017/5/1, 17, 12, 4, , 1
2017/5/2, 19, 17, 3, , 
2017/5/3, 27, 14, 4, , 
2017/5/4, 22, 10, 2, , 
2017/5/5, 17, , 2, , 
2017/5/10, 21, 14, 3, , 
2017/5/11, 24, 11, 2, , 
2017/5/12, 18, 15, 2, , 
2017/5/13, 22, 11, 2, , 
2017/5/14, 24, 16, 2, , 
2017/5/15, 24, 17, 3, , 
2017/5/16, 24, 18, 3, , 
2017/5/17, 23, 16, 3, , 
2017/5/18, 24, 13, 7, , 
2017/5/19, 13, 9, 6, , 
2017/5/20, 18, 9, 6, 1, 
2017/5/21, 19, 6, 3, , 
2017/5/22, 12, 8, 3, , 
2017/5/23, 13, 11, 2, , 
2017/5/24, 16, 8, 3, , 
2017/5/25, 14, 7, 2, , 
2017/5/26, 13, 10, 4, , 
2017/5/27, 16, 8, 3, , 
2017/5/28, 19, 10, 3, , 
2017/5/29, 17, 10, 3, , 
2017/5/30, 21, 13, 3, , 
2017/5/31, 26, 16, 2, , 
2017/6/1, 28, 15, 3, , 
2017/6/2, 24, 13, 2, , 
2017/6/3, 22, 13, 2, , 
2017/6/4, 14, 8, 1, , 
2017/6/5, 17, 9, 1, , 
2017/6/6, 15, 9, 2, , 
2017/6/7, 15, 9, 2, , 
2017/6/8, 15, 9, 3, 2, 
2017/6/9, 14, 10, 3, 1, 
2017/6/10, 16, 6, 3, , 
2017/6/11, 11, 10, 2, , 
2017/6/12, 15, 7, 2, 1, 
2017/6/13, 10, 11, 3, 1, 
2017/6/14, 13, 10, 2, 1, 
2017/6/15, 10, 9, 4, , 
2017/6/16, 12, 11, 4, 1, 
2017/6/17, 12, 11, 2, , 
2017/6/18, 11, 9, 2, , 
2017/6/19, 10, 11, 2, , 
2017/6/20, 12, 14, 5, , 
2017/6/21, 15, 12, 3, , 
2017/6/22, 12, 12, 2, , 
2017/6/23, 15, 11, 3, , 
2017/6/24, 13, 9, 3, , 
2017/6/25, 8, 10, 3, , 
2017/6/26, 11, 15, 4, , 
2017/6/27, 17, 16, 3, , 4
2017/6/28, 18, 19, 2, , 4
2017/6/29, 25, 13, 3, 1, 4
2017/6/30, 13, 12, 3, , 4
2017/7/1, 17, 11, 1, , 4
2017/1/3, 13, 12, 5, , 3
2017/1/4, 19, 9, 6, , 3
2017/1/5, 12, 14, 7, 1, 3
2017/1/6, 18, 12, 4, , 2
2017/1/7, 17, 11, 3, , 2
2017/1/8, 21, 8, 3, , 2
2017/1/9, 13, 17, 10, , 3
2017/1/10, 21, 17, 8, , 2
2017/1/11, 38, 20, 7, 1, 2
2017/1/12, 45, 22, 7, , 3
2017/1/13, 51, 21, 6, , 3
2017/1/14, 47, 22, 6, 1, 3
2017/1/15, 46, 19, 5, , 2
2017/1/16, 43, 13, 5, 1, 2
2017/1/17, 19, 12, 5, , 2
2017/1/18, 16, 13, 5, , 2
2017/1/19, 19, 16, 6, , 2
2017/1/20, 16, 17, 8, , 2
2017/1/21, 18, 12, 1, , 2
2017/1/22, 20, 21, 1, , 1
2017/1/23, 31, 15, 4, , 2
2017/1/24, 25, 8, 5, , 2
2017/1/25, 16, 8, 4, , 2
2017/1/26, 17, 11, 4, , 2
2017/1/27, 21, 12, 7, , 3
2017/1/28, 23, 9, 4, , 2
2017/1/29, 19, 24, 1, , 2
2017/1/30, 24, 24, 2, , 1
2017/1/31, 32, 20, 3, , 1
2017/2/1, 21, 28, 6, , 2
2017/2/2, 38, 24, 7, , 2
2017/2/3, 37, , 7, 1, 2
2017/2/7, 19, 21, 5, , 3
2017/2/8, 27, 21, 7, 1, 3
2017/2/9, 25, 10, 5, , 3
2017/2/10, 21, 14, 7, , 4
2017/2/11, 29, 11, 5, , 3
2017/2/12, 20, 14, 2, , 3
2017/2/13, 24, 16, 4, , 3
2017/2/14, 34, 16, 3, , 2
2017/2/15, 28, 9, 3, , 2
2017/2/16, 28, 8, 5, , 2
2017/2/17, 24, 8, 5, , 2
2017/2/18, 24, 14, 6, 2, 2
2017/2/19, 37, 25, 1, , 2
2017/2/20, 43, 22, 2, , 2
2017/2/21, 34, 14, 4, , 2
2017/2/22, 26, 13, 3, , 2
2017/2/23, 22, 13, 3, , 1
2017/2/24, 19, 12, 3, , 2
2017/2/25, 24, 12, 4, 3, 2
2017/2/26, 24, 12, 5, 6, 2
2017/2/27, 25, 14, 5, 1, 2
2017/2/28, 32, 13, 5, , 2
2017/3/1, 16, 10, 4, , 2
2017/3/2, 11, 13, 5, , 3
2017/3/3, 16, 10, 7, , 3
2017/3/4, 12, 17, 6, , 2
2017/3/5, 18, 11, 5, , 3
2017/3/6, 15, 18, 7, 2, 2
2017/3/7, 28, 12, 4, 1, 2
2017/3/8, 20, 10, 3, , 2
2017/3/9, 25, 11, 4, 1, 2
2017/3/10, 28, 18, 5, , 2
2017/3/11, 53, 15, 6, , 2
2017/3/12, 39, 13, 5, , 2
2017/3/13, 36, 21, 5, 1, 3
2017/3/14, 56, 15, 4, , 2
2017/3/15, 45, 11, 5, , 2
2017/3/16, 28, 9, 4, , 2
2017/3/17, 20, 20, 4, , 2
2017/3/18, 36, 12, 2, , 2
2017/3/19, 28, 7, 1, , 2
2017/3/20, 24, 7, 3, , 2
2017/3/21, 14, 15, 4, , 2
2017/3/22, 29, 15, 3, , 2
2017/3/23, 30, 18, 7, , 3
2017/3/24, 31, 13, 6, , 2
2017/3/25, 30, 17, 2, , 2
2017/3/26, 28, 16, 1, , 1
2017/3/27, 26, 18, 3, , 1
2017/3/28, 33, 15, 3, , 1
2017/3/29, 31, 15, 4, , 1
2017/3/30, 31, 17, 3, , 1
2017/3/31, 33, 15, 3, , 
2017/4/1, 21, 20, 2, , 
2016/10/2, 26, 12, 1, , 
2016/10/3, 33, 15, 1, , 
2016/10/4, 40, 17, 5, , 1
2016/10/5, 33, 19, 4, , 1
2016/10/6, 26, 17, 3, , 1
2016/10/7, 22, 12, 4, , 
2016/10/8, 20, 9, 2, , 
2016/10/9, 21, 6, 2, , 
2016/10/10, 22, 6, 4, , 1
2016/10/11, 23, 14, 3, , 
2016/10/12, 33, 14, 3, , 
2016/10/13, 22, 17, 3, , 
2016/10/14, 19, 13, 4, , 
2016/10/15, 18, 10, 3, , 
2016/10/16, 20, 9, 2, , 
2016/10/17, 17, 9, 4, , 
2016/10/18, 13, 12, 2, , 
2016/10/19, 14, 15, 3, , 
2016/10/20, 18, 13, 3, , 
2016/10/21, 24, 12, 3, , 
2016/10/22, 26, 18, 2, , 
2016/10/23, 21, 13, 2, , 
2016/10/24, 19, 12, 4, , 
2016/10/25, 23, 10, 3, , 
2016/10/26, 18, 9, 4, , 
2016/10/27, 18, 19, 4, , 2
2016/10/28, 24, 21, 3, , 3
2016/10/29, 23, 14, 2, , 3
2016/10/30, 24, 14, 2, , 3
2016/10/31, 12, 22, 3, , 3
2016/11/1, 25, 19, 4, , 3
2016/11/2, 28, 17, 4, , 3
2016/11/3, 16, 17, 3, , 3
2016/11/4, 19, 14, 4, , 3
2016/11/5, 22, 11, 2, , 3
2016/11/6, 21, 10, 3, , 3
2016/11/7, 17, 14, 3, , 3
2016/11/8, 16, 18, 8, , 3
2016/11/9, 27, 15, 8, , 4
2016/11/10, 21, 14, 8, 2, 3
2016/11/11, 26, 10, 4, 1, 3
2016/11/12, 21, 13, 5, 1, 3
2016/11/13, 24, 9, 4, 1, 3
2016/11/14, 28, 17, 4, 1, 3
2016/11/15, 23, 17, 4, 1, 3
2016/11/16, 25, 16, 3, 1, 3
2016/11/17, 19, 19, 3, 1, 2
2016/11/18, 31, 9, 4, 1, 2
2016/11/19, 17, 6, 3, 1, 2
2016/11/20, 16, 13, 3, 1, 3
2016/11/21, 24, 9, 6, 1, 3
2016/11/22, 23, 20, 5, 1, 2
2016/11/23, 28, 12, 3, 1, 2
2016/11/24, 26, 11, 2, 1, 3
2016/11/25, 17, 15, 2, 1, 2
2016/11/26, 25, 17, 1, 1, 2
2016/11/27, 26, 14, 3, , 2
2016/11/28, 23, 23, 6, 1, 3
2016/11/29, 34, 16, , 1, 2
2016/11/30, 21, 11, 3, , 2
2016/12/1, 24, 16, 4, 1, 2
2016/12/2, 27, 19, 5, , 2
2016/12/3, 28, 15, 6, 1, 3
2016/12/4, 21, 12, 7, 1, 2
2016/12/5, 15, 11, 6, 1, 3
2016/12/6, 16, 11, 7, 1, 3
2016/12/7, 14, 13, 10, , 3
2016/12/8, 18, 16, 9, , 4
2016/12/9, 28, 13, 8, , 3
2016/12/10, 26, 13, 7, , 3
2016/12/11, 32, 7, 5, , 3
2016/12/12, 15, 13, 7, 1, 3
2016/12/13, 20, 9, 5, 1, 2
2016/12/15, 18, 25, 13, 5, 3
2016/12/16, 18, 18, 6, 1, 2
2016/12/17, 13, 12, 2, 1, 
2016/12/18, 7, 13, 2, , 
2016/12/19, 9, 12, 6, , 2
2016/12/20, 14, 11, 4, , 
2016/12/21, 15, 10, 4, , 2
2016/12/22, 26, 9, 5, , 2
2016/12/23, 23, 8, 7, , 3
2016/12/24, 25, 12, 2, , 4
2016/12/25, 17, 13, 2, , 4
2016/12/26, 21, 13, 1, , 4
2016/12/27, 17, 19, 4, , 4
2016/12/28, 27, 14, 3, , 4
2016/12/29, 19, 8, 3, , 4
2016/12/30, 12, 10, 3, , 5
2016/12/31, 16, 9, 1, , 5
2017/1/1, 12, 10, 1, , 3
2017/1/2, 16, 8, 2, , 3
2016/7/8, 17, 11, 2, , 6
2016/7/9, 19, 12, 2, , 6
2016/7/10, 21, 11, 1, , 6
2016/7/11, 24, 10, 1, , 6
2016/7/12, 21, 10, 2, , 7
2016/7/13, 25, 13, 3, , 7
2016/7/14, 13, 11, 2, , 7
2016/7/15, 25, 9, 3, , 8
2016/7/16, 21, 12, 1, , 7
2016/7/17, 16, 9, 1, , 6
2016/7/18, 25, 8, 1, , 8
2016/7/19, 18, 12, 3, 1, 6
2016/7/20, 19, 8, 4, , 8
2016/7/21, 17, 11, 3, , 8
2016/7/22, 25, 13, 2, , 8
2016/7/23, 24, 17, 1, , 5
2016/7/24, 16, 11, 1, , 2
2016/7/25, 12, 12, 1, , 2
2016/7/26, 20, 12, 1, , 2
2016/7/27, 13, 10, 2, 1, 2
2016/7/28, 25, 20, 2, , 2
2016/7/29, 25, 20, 2, , 1
2016/7/30, 25, 15, 2, , 1
2016/7/31, 21, 10, 1, , 1
2016/8/1, 14, 5, 1, , 2
2016/8/2, 14, 10, 2, , 2
2016/8/3, 29, 11, 2, , 1
2016/8/4, 13, 14, 2, , 1
2016/8/5, 25, 14, 2, , 2
2016/8/6, 24, 11, 2, , 1
2016/8/7, 13, 7, 1, , 2
2016/8/8, 15, 6, 1, , 1
2016/8/9, 41, 12, 2, , 2
2016/8/10, 18, 10, 1, , 1
2016/8/11, 20, 13, 2, , 1
2016/8/12, 26, 14, 2, , 1
2016/8/13, 22, 15, 2, , 1
2016/8/14, 22, 10, 1, , 1
2016/8/15, 20, 9, 1, , 
2016/8/16, 24, 12, 1, , 
2016/8/17, 20, 11, 3, , 
2016/8/18, 23, 11, 3, , 
2016/8/19, 21, 12, 2, , 1
2016/8/20, 18, 8, 1, , 
2016/8/21, 16, 9, 1, , 
2016/8/22, 13, 7, 1, , 
2016/8/23, 15, 8, 2, , 1
2016/8/24, 11, 12, 4, , 1
2016/8/25, 17, 12, 1, , 1
2016/8/26, 22, 12, 2, , 
2016/8/27, 24, 11, 2, , 1
2016/8/28, 26, 10, 1, , 
2016/8/29, 29, 11, 1, , 
2016/8/30, 29, 16, 2, , 
2016/8/31, 26, 12, 2, , 
2016/9/1, 35, 21, 1, , 
2016/9/2, 41, 24, 1, , 
2016/9/3, 32, 20, 3, , 
2016/9/4, 37, 12, 1, , 
2016/9/5, 27, 13, 3, , 1
2016/9/6, 31, 11, 1, , 
2016/9/7, 21, 9, 2, , 
2016/9/8, 18, 10, 2, , 
2016/9/9, 23, 12, 3, , 
2016/9/13, 37, 7, 2, , 
2016/9/14, 41, 7, 2, , 
2016/9/16, 24, 11, 3, , 
2016/9/17, 25, 13, 3, , 
2016/9/18, 36, 11, 3, , 
2016/9/19, 33, 12, 3, , 
2016/9/20, 14, 12, 3, , 
2016/9/21, 17, 10, 1, , 
2016/9/22, 24, 11, 2, , 
2016/9/23, 18, 9, 3, , 
2016/9/24, 29, 13, , , 
2016/9/25, 34, 9, , , 
2016/9/27, 25, 11, 2, , 
2016/9/28, 32, 13, 3, , 
2016/9/29, 27, 12, 3, , 
2016/9/30, 23, 10, 2, , 
2016/10/1, 23, 12, 2, , 
2016/4/2, 54, 21, 1, , 7
2016/4/3, 37, 17, 1, , 7
2016/4/4, 26, 15, 5, 2, 7
2016/4/5, 19, 14, 4, 2, 6
2016/4/6, 31, 21, 2, , 
2016/4/7, 31, 14, 2, , 
2016/4/8, 21, 15, 3, , 6
2016/4/9, 19, 9, 1, , 6
2016/4/10, 18, 9, 1, , 6
2016/4/11, 20, 11, 3, , 6
2016/4/12, 18, 14, 2, , 
2016/4/13, 18, 16, 2, , 7
2016/4/14, 21, 14, 2, , 6
2016/4/15, 26, 11, 2, , 7
2016/4/16, 18, 10, 1, , 7
2016/4/17, 17, 4, 1, , 7
2016/4/18, 16, 13, 1, , 7
2016/4/19, 33, 14, 3, , 7
2016/4/20, 17, 11, 2, , 
2016/4/21, 15, 9, 2, , 
2016/4/22, 14, 12, 2, , 8
2016/4/23, 17, 11, 1, , 8
2016/4/24, 22, 12, 1, , 8
2016/4/25, 23, 15, 3, , 5
2016/4/26, 24, 18, 3, , 5
2016/4/27, 22, 13, 3, , 5
2016/4/28, 18, 15, 3, , 5
2016/4/29, 20, 17, 3, , 6
2016/4/30, 30, 13, 1, , 5
2016/5/1, 20, 10, 1, , 
2016/5/2, 21, 11, 2, , 
2016/5/3, 17, 9, 2, , 6
2016/5/4, 18, 7, 3, , 6
2016/5/5, 11, 13, 4, , 7
2016/5/6, 16, 14, 5, , 7
2016/5/7, 16, 9, 1, , 
2016/5/8, 15, 9, 1, , 
2016/5/9, 16, 9, 1, , 
2016/5/10, 16, 10, 2, , 
2016/5/11, 24, 14, 1, , 
2016/5/12, 15, 13, 2, , 6
2016/5/13, 15, 9, 3, 2, 7
2016/5/14, 8, 7, 2, , 7
2016/5/15, 8, 9, 2, , 7
2016/5/16, 11, 15, 2, , 7
2016/5/17, 13, 19, 3, , 
2016/5/18, 10, 10, 1, , 
2016/5/19, 6, 14, 2, , 5
2016/5/20, 14, 11, 1, , 2
2016/5/21, 16, 10, 1, , 
2016/5/22, 13, 5, 1, , 
2016/5/23, 12, 6, 2, , 1
2016/5/24, 9, 10, 2, , 3
2016/5/25, 24, 5, 4, , 6
2016/5/26, 27, 7, 6, 1, 7
2016/5/27, 32, 8, 5, , 6
2016/5/28, 20, 8, 3, , 6
2016/5/29, 22, 10, 5, , 6
2016/5/30, 20, 4, 3, 1, 6
2016/6/3, 36, 8, , 1, 8
2016/6/4, 26, 7, , , 8
2016/6/5, 23, 5, , , 8
2016/6/6, 27, 6, , 11, 8
2016/6/7, 31, 13, , , 3
2016/6/8, 26, 10, , , 4
2016/6/9, 28, 7, , , 4
2016/6/10, 35, 8, , , 
2016/6/11, 33, 6, , , 
2016/6/12, 34, 6, , , 5
2016/6/13, 34, 14, 2, , 4
2016/6/14, 40, 14, 2, , 4
2016/6/15, 34, 16, 3, , 
